,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,Filter Status,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),1060_8_FBG,1060_8_RBG,1060_9_FBG,1060_9_RBG,1060_10_FBG,1060_10_RBG,1062_8_FBG,1062_8_RBG,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),1062_9_FBG,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),1062_9_RBG,1062_10_FBG,1062_10_RBG,1074_8_FBG,1074_8_RBG,1074_9_FBG,1074_9_RBG,1074_10_FBG,1074_10_RBG,1076_8_FBG,1076_8_RBG,1076_9_FBG,1076_9_RBG,1076_10_FBG,1076_10_RBG,1082_8_FBG,1082_8_RBG,1082_9_FBG,1082_9_RBG,1082_10_FBG,1082_10_RBG,1091_8_FBG,1091_8_RBG,1091_9_FBG,1091_9_RBG,1091_10_FBG,1091_10_RBG,1092_8_FBG,1092_8_RBG,1092_9_FBG,1092_9_RBG,1092_10_FBG,1092_10_RBG,1093_8_FBG,1093_8_RBG,1093_9_FBG,1093_9_RBG,1093_10_FBG,1093_10_RBG,1101_8_FBG,1101_8_RBG,1101_9_FBG,1101_9_RBG,1101_10_FBG,1101_10_RBG,1102_8_FBG,1102_8_RBG,1102_9_FBG,1102_9_RBG,1102_10_FBG,1102_10_RBG,20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),mean,is_id,C,unsat,C_cat,unsat_cat
822,8.048,730.53857,+,40379953.26,PC 14:0_18:2,PC,124,,44191.4968,17624.85576,11743403.41,20628889.63,22215983.87,24631436.24,15479719.67,30293312.48,13424624.87,35250734.48,9803117.449,16397209.87,16795743.1,33403635.72,26204351.87,25495854.35,21317241.06,20702849.44,24472527.9,28237812.08,16082774.06,25379444.86,29091435.67,26986089.99,19958799.52,33409478.34,9943361.543,29226897.53,21389832.42,22915815.47,11500283.85,22615447.17,11444831.2,24552334.54,13514140.48,21460135.59,24411640.63,23698557.67,16356153.19,15019982.48,20189847.72,27127160.93,15133587.5,21416227.09,17411884.09,23939986.58,16274120.24,31370894.76,16093001.09,27264586.4,19578136.18,26151251.63,19960077.12,40379953.26,15319986.6,24565098.44,14184874.34,22315966.35,23654561.54,32528458.71,18602173.13,29945820.13,25909615.78,24598008.83,18027.09004,22016.12516,24842.23962,22379538.359716665,True,32.0,2.0,32.0,2.0
823,8.048,788.54602,-,8577653.629,PC 14:0_18:2,PC,62,Redundant Identification,8698.276526,8808.964012,3051070.814,4214343.568,5286051.208,6117976.014,4253903.701,7673110.528,2772354.609,8292248.12,1708786.107,4796128.481,4391168.385,8104343.743,6744268.13,5589717.618,4980548.701,5344035.532,6085042.934,7129532.129,4059410.32,6956078.607,7110311.262,6237154.486,4249622.226,8577653.629,1918899.496,7134786.322,4621617.19,5126585.287,2768348.463,5343430.73,2711978.226,5563833.691,3230983.034,4987783.645,6353607.083,6420076.518,3956783.703,3930892.512,5160642.612,6569726.681,3675518.318,4968180.352,4768944.598,6166280.667,4322239.752,7314869.018,3794707.916,6524174.025,5022233.986,5983426.4,5496427.117,8441118.411,4022422.585,6387953.313,3826567.283,5144696.727,5963934.432,7982887.047,4932367.86,6508552.484,6553243.23,5866385.848,15561.15288,9255.106287,9161.808363,5451533.548700001,True,32.0,2.0,32.0,2.0
824,8.048,752.51947,+,3740694.635,,,50,Adduct of existing peak,9422.571164,9718.91576,1322478.174,1845488.176,2209542.802,2333958.98,1627114.673,2890328.209,1408488.444,3354108.432,1767628.786,2100919.717,1887343.515,3189315.841,2601851.696,2587608.193,2194951.759,1979513.683,2448433.15,2559941.781,1589359.009,2623920.679,3132381.756,2721976.715,1878482.171,3362596.888,1339219.504,3289957.063,2224342.511,2337384.762,1175815.056,2291473.506,1204845.506,2381304.079,1284274.351,2243746.586,2660230.066,2418674.937,1619593.24,1708152.76,2096506.368,2864183.512,1535307.362,2004801.36,1750312.035,2278604.007,1810609.829,3104603.531,1733107.867,3149292.451,1988847.5,2655565.707,2080463.936,3740694.635,1604380.155,2563490.777,1501024.251,1993605.972,2844688.104,3248220.616,2106184.197,3069805.124,2447821.382,2710459.843,9927.963409,7883.706117,7789.599488,2283739.256266667,False,,,,
825,8.048,768.49213,+,1023457.845,,,2,Adduct of existing peak,9272.441325,8890.897671,352599.019,407528.6306,528356.0812,435731.4518,383285.6869,581495.1362,294163.8719,686244.2982,294044.5173,546360.4618,483099.4769,676606.4695,546136.4248,496665.1489,441769.7782,640614.8482,479489.7745,593986.7114,323818.9935,618116.4177,647188.7236,569907.922,441551.2761,1023457.845,230799.5568,840823.7456,458575.4206,416949.055,265066.3429,781198.2272,230204.4084,526503.0808,264846.1105,437420.6379,812719.0835,469116.0458,289797.9537,319182.5542,406428.4916,557769.8778,326976.0583,328165.7072,381061.0594,444151.6802,554652.8723,634164.5792,325604.9298,560270.8607,426654.2972,466086.4289,464804.7172,782585.631,306828.7157,730555.9455,443940.1127,390465.2443,823663.5084,852741.5052,633855.67,948339.6308,635928.8224,757787.7617,9769.781154,7758.095017,7665.487788,520696.0216900001,False,,,,
826,8.05,712.54547,+,2042841.946,,,3,M+1 isotope,17892.61074,20302.89886,301572.4506,1091156.181,595437.0874,1582163.604,498361.1608,1672109.59,262480.7422,1749535.524,322677.5682,443025.5855,454789.5508,1845664.117,692571.2572,1241211.216,730313.8239,877956.2617,582516.1581,1395882.338,453006.2662,1044187.816,696515.2702,1466381.7,524807.254,1700764.364,348130.4479,1640907.895,456005.6356,1367700.918,427518.7987,1468324.844,516807.2431,2042841.946,385918.3432,1080002.444,1786095.311,1129098.175,418903.5527,822211.5874,498830.906,1476176.424,531292.1264,1335606.151,649798.5315,1457647.028,482554.1626,1232296.205,384673.3603,1084209.597,447789.0802,1315107.655,427936.7774,1972171.346,332468.5388,1738100.035,517869.8374,1555342.699,473044.4452,1929801.628,497696.6663,1594498.065,704790.1213,1712962.767,27045.87638,13198.09266,17089.27574,994845.8510466665,False,,,,
827,8.052,747.56732,-,5902878.551,,,62,Adduct of existing identified peak,9876.290304,10001.96828,1766430.978,2948818.438,3177844.185,4807205.79,2501699.146,4439255.909,1209024.18,4316024.932,898882.6962,2413159.215,2536020.932,5279290.48,3616289.279,4389237.699,3311368.325,3103007.736,3074953.718,4375386.702,2567982.874,4162053.902,3285825.383,3836780.51,2774801.854,3897524.809,1335552.565,4130621.428,2634536.249,3755228.051,2269514.473,4125157.379,2808254.941,4493049.667,2292143.917,3821035.803,5902878.551,3823401.978,2388218.003,2804071.34,3215812.879,5199178.99,2816641.382,4571874.539,3574517.966,5063383.433,2486220.757,4809366.719,2112376.786,3721553.665,2600251.797,3166763.85,2313779.957,5344978.225,2610212.691,4407343.62,2766598.121,3743268.652,3021398.56,3956138.894,3073740.471,4084503.85,3479901.511,3989928.703,17668.61089,10508.53192,10402.59859,3466122.7734499997,False,,,,
828,8.052,721.58569,+,2601129.69,,,38,,11322.63134,11678.73379,569651.1221,1491610.463,1084018.309,2127083.754,844521.1764,2564187.033,503220.7136,2087151.829,380531.4389,739692.8476,789337.9876,2371566.866,1054367.744,2149918.141,986956.706,1150999.648,819395.9712,1880638.527,727545.403,1838095.858,988149.2248,1722122.22,1123783.587,1790025.484,514359.1066,2308544.258,846376.7528,1893909.976,822043.2241,1775272.186,917285.0089,2601129.69,661832.3088,1402156.809,2290375.737,1281980.388,695579.0029,970125.8867,763262.2357,1929335.214,780897.5722,1594534.132,1040977.439,2102710.366,595333.8558,1989750.102,568680.6653,1331482.215,721406.7649,1397461.816,833276.4409,2231995.932,814349.2313,1809255.776,949807.2803,2199563.036,695346.2314,1752093.936,855334.2841,1427024.099,1083664.035,1835899.159,11929.93586,9473.45437,9360.371152,1348318.5796899996,False,,,,
829,8.052,779.59363,-,1111070.573,,,20,Adduct of existing peak,10030.14584,10157.78166,247463.4887,561391.6052,473380.0275,916822.366,393061.842,1111070.573,190781.9512,1043767.388,101532.857,315739.4923,358581.1109,884320.061,436003.6736,902135.3329,391375.8793,478044.1292,344732.3353,793173.9655,329734.1838,847694.5271,387747.9475,779652.9505,418188.6355,744327.5943,159979.4063,1033844.947,340114.6432,754253.1391,361572.4761,746863.4596,375359.2863,1045022.131,291441.9922,642530.5793,921938.4614,596647.2464,298824.8719,476324.262,328558.1681,944374.9399,351172.6666,695112.6605,423097.2754,880384.0833,272644.0759,825572.8634,240711.928,611985.0446,278903.1602,572301.2833,347855.0364,984643.1088,279266.866,821108.6277,396117.8167,947883.1762,343360.7749,810498.8674,422359.9796,645586.219,451340.1782,776881.4568,40882.14756,10672.23668,10564.6531,578117.4518016669,False,,,,
830,8.053,689.55975,+,15694837.67,SM d33:1,SM,62,,11165.61273,11516.77686,4431195.116,8678848.529,8310595.907,12561625.68,6895249.567,11855556.03,3656045.15,11552668.54,2624884.554,6064540.705,5942437.775,13851928.43,9179119.373,11394463.01,7164475.005,7473346.273,6982938.02,10861363.4,6646705.117,10291295.18,8846731.837,9328317.926,7318110.401,11013319.17,4234600.63,10127542.12,7422944.194,11643164.74,5970801.655,10160386.35,7131824.495,12279690.66,5700869.347,8944586.084,15694837.67,8759939.655,6485302.154,6549109.168,7978563.467,13121499.92,7515749.49,10754388.27,8801170.504,12860395.2,5630311.344,12250579.92,5702333.226,9075463.943,6551818.597,8336791.766,6622624.794,12809882.35,6952978.134,10884547.48,6945908.325,10740034.9,7408706.682,10518047.82,7424941.818,10492337.16,8870715.247,9593888.333,11764.49534,9342.079547,9230.564531,8888461.932966666,True,33.0,1.0,33.0,1.0
831,8.053,355.0697,+,1352677.538,,,27,,139970.4685,12546.33239,963918.8851,1107004.187,1088268.709,1041461.82,931192.185,1249483.343,681745.5017,1350877.512,414961.3251,993518.9715,1142587.995,1117548.975,1352677.538,920429.8242,776665.1324,1107634.946,1118982.998,967233.1818,763789.286,930105.573,938583.7588,727240.0628,1270779.973,829376.4934,401356.4729,723683.7147,1336269.933,1230752.997,1014554.178,734359.4776,1172377.784,924743.9869,350887.7424,305859.876,221901.9242,271248.3754,238893.0216,255429.3104,279530.7133,308918.5905,266544.1412,336988.6353,350486.57,360821.514,221354.825,450103.8712,210384.7094,340546.5899,390153.3274,245292.7761,405308.5651,305380.3014,211735.9036,230064.4024,241474.3035,262803.8645,214939.2606,219672.7067,177652.3586,182329.7134,250917.1766,230688.6234,130831.5553,29823.69158,22355.45186,635082.1848983334,False,,,,
832,8.053,371.10141,+,845693.5038,,,12,,96767.11599,11782.67635,654540.7629,749015.4798,775376.9589,749346.4976,738908.8342,791316.3989,574661.9093,747638.1933,258812.7458,716344.9564,731707.2173,834530.1592,838231.775,732542.1903,594477.7782,689353.0089,844858.1816,675313.7035,572293.8439,705747.1401,747846.6712,570087.957,842786.9635,649946.416,255494.849,616507.6137,840340.9792,845693.5038,713259.6884,499740.7431,681306.2792,591829.9844,206513.4298,186239.0328,133076.0092,170652.4578,187729.2688,181733.6374,185091.4604,243785.5061,228030.4095,198450.0924,249947.8732,208989.1317,149861.6387,272438.513,151598.9625,205990.8388,246123.7429,184869.7699,245704.4331,240007.7978,196986.5315,173246.7873,143193.5708,143478.4977,134291.093,146829.1508,148252.4938,157727.8626,184927.4469,152902.7184,39567.90133,24889.19992,13745.68117,441633.492985,False,,,,
833,8.054,711.54169,+,3371593.205,,,45,Adduct of existing identified peak,18203.20228,20655.32975,838463.9755,1644091.534,1496408.955,2172756.603,1258636.555,3138253.399,727655.5665,2161314.527,897565.5598,1218996.727,1221901.672,3349949.794,1177738.173,2548575.93,1255441.884,1467127.979,1441579.914,2642403.148,1195508.899,2522251.251,1367764.316,2608040.3,1220328.289,2499945.35,1070605.174,2106602.998,1166683.431,2650238.893,961955.128,2666575.282,1249042.155,3048161.601,846374.9656,1903314.48,3371593.205,1778637.543,817257.9421,1416581.498,1235367.93,2386870.916,1263494.027,2481793.775,1503755.164,2641356.077,811000.6662,2994055.762,980187.6111,1498877.344,1164159.471,1325639.198,1198361.971,2623242.063,995652.8215,2534629.611,1325421.546,2502834.518,1365318.981,2887838.671,1020622.021,2409845.046,1586109.536,2321093.308,21955.35396,13427.19372,17385.92247,1801073.0899916668,False,,,,
834,8.055,626.21625,+,12187345.14,,,61,,1441939.608,310870.5561,8082165.009,9518691.964,11728922.07,10651297.53,9356762.366,10320615.97,7253196.39,11626029.19,3356595.517,8850024.781,8728217.455,10617616.18,11068039.31,9038926.941,7284764.912,8496833.585,10650498.83,8769298.651,7346943.323,8905142.416,9630958.4,8324246.798,10800985.93,8825224.049,3789670.95,6763341.292,12187345.14,11414584.57,9720217.718,6751741.276,9800131.942,8532710.227,2684711.681,2553672.86,2317904.524,2388577.355,2585287.925,2185361.339,2903813.006,2763097.448,2802057.091,2337110.997,3365575.397,3302414.658,2004993.048,3402628.643,2227242.074,2497971.202,3285593.042,2524800.277,3178224.597,2825682.377,2193176.465,2206565.765,2008340.384,2404869.069,2045222.611,2087257.699,1936512.285,2092240.542,2278960.488,2158297.809,1099956.324,386751.7547,366116.0833,5860918.1728,False,,,,
835,8.075,891.27734,+,6102744.459,,,7,,1000625.712,997736.344,680123.3236,1281546.381,1076235.3,945241.4569,999974.4931,596435.5366,545485.2708,1298696.144,811987.2137,3417031.27,6102744.459,854805.2252,1349239.163,744285.9205,1007350.802,407881.653,991287.0472,1572225.668,861735.9474,1346768.597,619303.1202,468073.5181,1364626.556,828265.7251,400811.7755,288798.6041,697148.1199,1537460.377,782002.5887,451440.6896,782706.5776,1280095.981,755818.5358,1038128.509,403145.8186,1210949.633,1404887.472,867885.6835,1207290.877,1443771.682,1031098.214,1292921.961,889734.5625,1699368.356,523502.365,2072533.337,908189.2294,1170810.391,1469154.462,1177661.692,1420695.076,953525.5012,565574.5041,426728.0023,547644.9677,1206697.379,739040.4094,852359.8041,555350.0136,1128564.074,901631.6728,538384.3788,12913.99549,522230.7987,541208.1759,998002.1899316666,False,,,,
836,8.079,764.5592,+,6119506.69,PC O-36:5,Plasmenyl-PC,43,,15091.09521,15565.71774,392049.0439,2854801.508,1325615.806,2529988.212,763338.7189,3545310.492,885363.7853,5536345.878,749488.1474,1106134.384,1304015.789,4099920.245,1233020.184,3720374.721,1808875.754,2254710.394,1034552.133,3533669.465,621817.4575,4067251.693,1764956.006,4329001.982,1447980.122,5119200.08,724202.2505,5007397.648,1000590.146,2829162.846,810379.3736,4534392.702,894582.2106,6119506.69,757026.1682,2541177.332,3021695.524,2494812.426,601747.415,1813169.568,668328.8711,3396604.202,923673.7707,2772964.141,1034196.686,3953343.714,562240.7617,3269118.106,829169.9519,2280106.706,693108.4839,2551246.579,1076128.9,4293132.567,1178326.854,4326516.987,1364828.778,5234155.128,1552440.533,4744107.901,1679319.374,4564184.971,3400780.344,5267480.401,15900.52635,12555.68978,12974.86485,2478993.751263334,True,36.0,5.0,36.0,5.0
837,8.08,822.56409,-,867411.1616,,,3,Adduct of existing identified peak,7145.504067,7356.120409,111196.4965,307992.0464,243183.2589,353747.4777,196065.2226,713416.3812,196202.8979,866089.7878,70668.70763,268891.142,217851.4931,542229.5666,206972.4914,467629.531,322540.7274,330630.3591,120154.266,479294.7006,121250.9947,577308.5794,285850.4703,498040.8951,247804.7091,590212.6864,74358.5669,525594.7149,197514.1344,383735.4131,158430.7079,439210.8679,183681.6431,755896.6523,109344.472,291716.5424,484792.2104,268897.4435,100222.0815,246577.422,93766.21544,389452.7277,105104.0068,340800.5149,156825.6719,435258.8745,63339.80889,417389.1201,94141.45447,339231.7957,171252.9365,229904.9571,179242.4283,552855.985,147462.2585,262040.4327,218918.7229,867411.1616,129739.0252,609985.2225,205284.7685,793960.2311,251052.1104,614398.5539,13847.08594,8056.823645,7975.605245,332258.27575000003,False,,,,
838,8.081,223.02826,-,3341959.886,,,10,,203370.597,229968.4264,301235.6342,459992.4947,589041.5771,356796.6531,524643.034,431079.1783,271967.5664,958968.0492,489003.132,2182653.67,3341959.886,577066.7191,945153.6496,329170.3687,539059.144,270156.7283,613043.4445,823114.6114,517811.4471,1184532.785,325606.6208,426876.3276,634732.4193,907341.6545,296978.5567,305360.143,332185.2297,577479.9413,342940.263,378775.6454,339968.2426,671834.4597,295357.1009,339067.7933,344787.3341,508056.4752,534586.2333,324863.9783,500010.1772,677695.74,416143.3087,525053.5353,428148.7426,865377.3167,307664.7493,1083638.911,329402.615,561208.2238,534676.8949,583611.0177,583819.3832,780429.0547,250227.5259,216457.5826,360130.8433,524196.6138,576847.6346,747385.5138,455189.0589,1005214.327,413446.1715,398761.4434,244548.5013,112619.5164,164602.7962,548117.0259716667,False,,,,
839,8.091,826.59583,+,2042604.04,,,3,M+1 isotope,11908.22358,12282.7432,487836.9285,747378.592,850553.8117,1393129.278,616809.8185,1067511.85,532037.4919,1364828.786,548231.6694,640760.5368,752159.1628,1416590.078,1552571.921,959914.5742,560409.127,733190.1172,673721.3042,986525.9172,839581.3826,954458.8414,853623.6436,1186621.717,747605.5811,2042604.04,358982.8764,1291784.58,769451.3491,910055.9146,620832.2909,1102056.684,632214.2362,1473045.053,565411.1541,664333.1586,924204.5061,786098.7966,436078.3589,451264.6223,715631.7832,1005177.563,521715.3567,906196.5759,674709.8591,858678.7092,554481.3879,818863.4896,375296.4395,768784.8135,482866.6108,713610.6282,618291.5465,1417583.999,480312.224,980371.1161,554305.2643,1201267.682,714283.1995,1159810.828,639567.3978,1238309.895,799360.3807,937020.6572,12546.93713,9907.561974,10238.32859,855509.6054233334,False,,,,
840,8.091,946.58069,-,734144.9179,,,3,,7950.364887,8184.704796,120675.5922,306865.0263,260789.107,363703.1211,200318.6215,566709.7739,122994.6268,645553.5971,236229.2786,327765.8545,367486.4318,608503.3615,374889.4259,414185.1718,321864.4156,392880.823,361048.7337,528325.5566,240113.4832,605029.1069,316148.5871,534831.7474,316610.1132,734144.9179,210199.51,720135.1671,167673.7802,359934.1966,217403.2724,577638.4551,166009.8112,477407.1057,165866.5073,335575.5383,658157.9279,432093.5649,180700.1978,321619.5608,229344.1032,444328.0657,224870.7825,315436.5407,244364.3604,409846.7995,172597.4409,466285.8809,176309.4834,382526.1952,216994.3263,359385.295,227192.1255,605699.9234,240535.2109,485207.8889,231105.0683,539867.7746,376025.3951,681910.2446,441468.7893,726571.4221,469241.2843,636965.3821,15406.80472,8401.876108,8873.967645,382640.7523716667,False,,,,
841,8.092,850.25104,+,4947553.517,,,2,,460216.7453,484972.4085,476562.3456,920709.1163,605270.8911,504006.1796,815333.9554,372125.0144,317502.6085,985749.6156,344650.7873,2358244.529,4947553.517,465872.7421,1017726.618,488543.6815,561961.3294,277411.8342,716519.7644,1091049.371,683127.479,685608.2116,268381.3443,304262.5465,755306.025,613221.5832,154609.6278,144273.8299,424788.6266,1055655.19,463797.0945,255138.6859,422134.6506,769873.9195,435203.8099,565637.2976,151131.4817,672291.4839,861347.017,606767.4159,769379.3842,1000025.264,792219.1331,724291.1115,572411.9515,1198957.173,303993.79,1221145.441,556723.8569,809462.446,962908.6306,744415.9461,926885.894,840518.2457,236713.1868,187668.0295,323472.9791,809136.8435,559986.314,569297.5153,376410.036,726687.8933,525217.1519,344529.7855,444043.1241,221252.3342,257532.2989,639160.0819833333,False,,,,
842,8.097,844.52393,+,1763830.061,,,11,Adduct of existing peak,12478.82239,12871.28763,335409.5835,581902.0385,390741.0174,390214.8138,411623.0175,866337.8925,174971.6093,851783.828,308917.713,689443.0587,558584.3734,894490.3648,418671.0188,599293.1654,468842.6858,214258.6522,482088.1441,666228.9674,291159.8744,803279.5312,426093.3281,841692.9778,434248.0342,1763830.061,201283.7311,1483562.738,391287.055,333434.3561,286825.9521,1402996.957,283127.2911,849916.7658,249714.4466,463787.8624,1638442.978,467395.2584,212070.0948,346611.5939,386830.9934,642368.3715,283880.6886,574254.6904,517613.1651,707920.7317,450725.2541,600804.036,273904.5663,759029.8577,345405.6461,514251.9525,293572.9029,690785.2048,408354.6525,878734.4441,514242.6506,747850.8355,664873.4738,1278415.858,1274083.175,1752256.703,709212.9584,1231330.272,13148.14077,10382.29635,10728.9121,635129.3971449999,False,,,,
843,8.098,828.55072,+,5545339.054,,,42,Adduct of existing identified peak,12642.76569,13040.38702,789581.4764,2464105.847,1588195.694,2461916.293,1671715.702,4376944.787,1105479.539,4808119.315,1887096.009,1807861.221,2208591.512,4607846.385,2410416.071,3142553.158,2068505.281,2799295.569,2023181.916,3235419.249,1523778.906,3895567.878,1725785.261,3682510.811,2024789.958,5378320.49,1482616.565,4970868.392,1800267.155,1887136.422,1408211.717,3760320.047,1351146.991,4350589.676,1198931.544,1940836.341,4188290.819,2681155.235,1221785.546,1430890.299,1418944.653,3257109.823,1280719.688,2808210.777,1931971.843,2494618.758,1512532.533,3264598.765,1499528.822,3234537.563,1553171.893,2827314.313,1631196.672,4109513.502,1826125.522,3406945.295,1655178.157,3075929.006,2422134.542,4487025.84,2545550.597,5545339.054,3422660.704,4072731.958,13320.87739,10518.69607,10869.86556,2642475.46394,False,,,,
844,8.1,864.57715,-,13092966.37,PC 18:2_20:4,PC,60,Redundant Identification,14687.05486,14933.81594,2735429.243,5694355.201,7491099.316,6168874.493,4096931.612,9944680.892,2558794.199,13092966.37,1723858.176,4681767.223,6085727.349,10769553.61,7489129.597,9052715.322,5047641.651,7145294.355,5704271.765,9414165.857,4984277.746,10303991.71,5014512.672,8868273.794,5118621.406,12357974.54,2065315.437,11780289.88,3549810.218,6288797.436,3017261.066,9294905.336,3066858.707,10108053.94,3096535.489,5987956.559,3940521.794,6806621.362,4803279.972,4581487.507,3833843.919,8550019.067,4283497.479,6934549.098,6048820.207,5627658.363,3503302.612,8741245.546,2792247.654,6211930.19,5592553.813,7127610.747,4336345.123,11006480.37,3589134.243,8759057.309,3845438.183,7709502.771,7197479.505,10412189.0,7165284.679,11870970.58,8665301.091,11116485.83,28111.26262,16356.32843,16191.44524,6684066.0775999995,True,38.0,6.0,38.0,6.0
845,8.1,803.60657,+,2396372.781,,,3,,9997.940202,10762.24759,144111.5865,939139.7153,278396.5834,1495591.709,201464.5381,2396372.781,191944.2908,1730262.364,144761.5778,252798.1426,411355.8338,1168055.171,334764.576,1067380.504,598970.3677,597490.77,200147.0567,1687662.088,143402.1105,1412192.352,427803.5603,826501.6385,290706.0182,876986.8493,160023.9971,1285249.725,422624.4248,1899771.496,390208.1469,998190.5529,307822.1245,1929604.558,157204.6416,711097.1821,952720.1429,572911.1547,187999.6735,263590.4543,168366.9253,1300282.542,241154.5905,831362.8042,256037.0334,1206103.802,152128.7807,1053428.25,188299.7551,622647.0458,124258.4746,757935.2433,284003.7166,1125303.047,193017.5835,903038.4485,367433.2041,1045466.22,422138.4262,1286210.356,386460.6218,667797.9034,744579.3398,1101281.33,10698.69311,8658.264908,8970.91354,715498.3081833331,False,,,,
846,8.103,865.58063,-,6304787.071,,,2,M+1 isotope,13415.5366,13640.93457,1100491.576,2135409.325,2031621.535,2964794.653,1556288.241,4848239.466,1038142.575,4228958.569,747560.6386,2322175.654,2234287.951,4439955.481,2501275.09,3016909.216,2080930.724,3026090.45,2698535.121,3399225.942,2053433.723,3645678.075,2194940.012,3892482.285,2139971.717,6304787.071,995802.9611,4586660.81,1529464.599,2413403.866,1432143.299,3410284.742,1500051.51,3561162.704,1269333.744,2270879.028,3451301.668,2940774.824,1408405.026,1909143.902,1628748.973,3188301.982,1607839.473,2876021.06,1966661.148,2941340.163,1699016.361,3950357.433,1402896.707,2753925.665,1784566.799,2926499.275,1900496.072,3747984.642,1986820.804,3443558.788,1634795.991,4588423.797,2571556.916,4395510.544,2643924.033,4551925.583,4046235.892,4864575.492,25677.55593,14940.29435,14789.68576,2756685.546285,False,,,,
847,8.103,790.57562,+,6256344.573,PC O-38:6,Plasmenyl-PC,15,,21845.1159,22532.15577,2054082.601,3009428.632,2813755.753,3892895.146,2978064.033,5153673.209,1265866.653,6256344.573,1815612.199,3072274.943,3322520.377,4708875.049,3407009.728,4092808.811,3423342.147,2655465.861,3581047.682,3756788.13,1410239.165,4425090.871,3600627.056,5558728.153,1725845.188,3834605.505,2217077.43,4438471.901,2112074.787,2752533.928,1426161.549,3249333.707,3392372.17,5744239.927,1169079.715,2777598.814,4996754.788,2888628.422,1976351.045,1899617.391,1256802.397,3852724.721,1580409.015,3051122.227,2160098.303,2943533.357,1724138.351,4048562.346,2011250.452,3360215.062,2284670.983,3254962.641,2970387.481,5411305.528,2996215.58,4352251.47,3413091.919,5209457.601,3838098.065,4170354.443,3514629.582,4963835.988,4997713.656,3363589.373,23016.808,18174.98959,21385.38281,3307442.916733333,True,38.0,6.0,38.0,6.0
848,8.104,825.58746,+,2075511.77,,,3,Adduct of existing peak,9576.793169,10308.90535,464789.8811,801993.9236,554486.0005,1110715.731,444964.1011,756810.842,356650.4456,1416190.933,315951.3372,560450.0458,721545.3751,1178357.012,711516.3488,808160.4857,610890.4125,603022.7688,691910.3015,900102.2042,536426.9586,955869.6713,898254.098,1224063.424,625993.2056,826976.8958,392582.3675,1260985.402,880460.3078,1008611.226,597025.2102,1083690.007,568055.9922,2075511.77,458190.9745,611984.9637,866856.955,620755.6938,324699.6784,404278.9188,418628.6594,904378.1858,354369.624,1001075.66,659340.991,903851.195,501458.2261,826186.1097,203607.7066,725026.274,453719.7149,624793.8823,606346.8091,1222575.549,409839.5986,681749.1027,370167.0335,1001503.216,672052.7413,1204634.876,461404.8595,951295.4131,777811.1853,914280.0107,10248.028,8293.549527,8593.028342,750706.3630166667,False,,,,
849,8.108,832.58502,+,1907280.809,,,7,,10179.29795,10957.4695,446520.5543,1172921.982,461529.2455,872767.9125,659652.2007,1303417.359,340926.4568,1907280.809,335041.0496,561537.4971,751795.256,1514989.686,519774.8961,1170892.35,375802.1688,677457.313,812418.9949,1077364.146,466014.5182,1138260.879,777767.9723,790714.0243,657270.8353,1415080.915,347606.0494,1487896.571,411897.1373,809618.2767,1020675.273,1220148.538,391205.8882,1412052.674,344325.4793,705021.7124,1072991.583,658351.7602,415989.4663,450065.5694,456818.4558,789447.0526,431630.1235,847007.0477,690007.2158,832776.4858,315972.1258,1018829.528,286924.3233,756968.9933,630378.002,799100.5018,671376.1094,1427590.947,559046.1164,895112.6616,680365.1699,1335663.523,636704.35,1402132.64,670566.8974,1405875.062,828649.7484,1204346.337,10892.76218,8815.321599,9133.641525,824024.9685249998,False,,,,
850,8.109,807.57294,+,29736349.68,,,5,M+1 isotope,24430.22101,25198.56373,6609019.856,16275443.0,15493769.09,17643760.04,12645130.02,25423977.61,8359967.533,28252846.83,7989414.202,12320457.71,21322772.76,29014186.42,16858180.76,14796204.53,14875732.87,16827972.69,14425024.97,20420239.36,10245283.57,24912958.97,13799669.37,22921597.03,14039045.06,28780092.8,7977678.573,24079401.17,9595904.657,13385301.73,8784559.615,18401265.01,8679564.756,21439487.28,6964455.623,12725341.04,23260839.57,15839885.32,8316147.859,9556007.047,8934873.327,19252842.41,10104749.87,12174464.1,13057683.52,17402921.41,7773020.64,20815637.79,9479094.839,18680674.18,9485675.893,18100707.6,9982212.594,29736349.68,10378778.54,21328360.71,9597549.331,21715100.25,25980063.75,25952533.51,16623268.39,24963763.71,25419846.15,24614901.64,58303.14303,20325.77966,23916.08406,16425024.55288333,False,,,,
