Name,Precursor,Retention,Sample,DotProduct,GaussianScore,Polarity,Purity,Associated
PC 16:1_22:6,804.552,8.01,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),843.0,0.38928886296646104,+,0,Associated
PC 14:0_18:2,788.546,8.019,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),752.0,0.5000061334372922,-,100,Associated
SM d19:0_14:1,689.56,8.031,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.7348712525794089,+,0,Associated
PC 15:1_22:5,792.551,8.054,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),995.0,0.9258759742347423,+,0,Associated
PC 16:1_18:2,814.562,8.086,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),718.0,0.6179524970389498,-,100,Associated
PC 14:1_20:2,756.554,8.098,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.9258759742347417,+,0,Associated
PC 14:1_22:4,780.554,8.12,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.8408989940345647,+,0,Associated
PI 16:0_18:1,835.536,8.152,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),935.0,0.291638619775669,-,100,Associated
Alkenyl-DG P-18:0_20:5,627.534,8.161,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),957.0,0.3892888629664604,+,100,Associated
PC 16:1_22:5,806.569,8.204,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.9258759742347425,+,0,Associated
PI 18:0_20:4,885.551,8.214,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),894.0,1.0,-,100,Associated
PC 18:2_18:2,840.577,8.216,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),989.0,0.5000061334372881,-,100,Associated
Plasmenyl-PC P-18:1_22:6,816.59,8.246,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),992.0,0.9258759742347425,+,0,Associated
PI 18:1_18:1,861.552,8.254,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),681.0,0.022966135204770824,-,51,Associated
PC 16:0_18:3,814.563,8.28,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),564.0,2.0532782832425724E-4,-,100,Associated
PC 14:1_20:2,756.554,8.288,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.013140013861681052,+,0,Associated
PE-NMe2 18:2_18:2,766.541,8.3,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),989.0,0.8408989940345698,-,100,Associated
PC 12:0_24:4,782.57,8.309,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.02296613520477117,+,0,Associated
Plasmanyl-PC O-16:0_18:4,740.561,8.352,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),987.0,0.7348712525794078,+,0,Associated
Plasmanyl-PC O-16:0_20:5,766.576,8.374,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),994.0,0.7348712525794084,+,0,Associated
PC 11:0_22:2,744.554,8.396,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.5000061334372881,+,0,Associated
PC 16:0_22:6,864.577,8.403,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),719.0,1.0,-,100,Associated
PC 15:0_18:2,802.562,8.424,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),806.0,0.925875974234742,-,100,Associated
PE-NMe2 16:0_22:6,790.54,8.426,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),951.0,0.7348712525794083,-,100,Associated
PC 18:3_22:4,832.584,8.435,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,2.2254901363271706E-6,+,0,Associated
SM d18:2_24:4,805.622,8.437,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.5000061334372881,+,0,Associated
SM d19:0_15:1,703.575,8.457,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.2916386197756662,+,0,Associated
PI 18:0_20:3,887.567,8.488,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),938.0,0.7348712525794084,-,100,Associated
Plasmenyl-PC P-18:0_14:1,716.559,8.498,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.9809304219154329,+,0,Associated
PC 12:0_24:4,782.569,8.499,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.5000061334372901,+,0,Associated
PC 16:1_22:5,806.569,8.519,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,3.772330507458938E-5,+,0,Associated
PC 15:1_20:2,770.57,8.521,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.7348712525794131,+,0,Associated
PC 15:1_22:4,794.57,8.543,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),988.0,0.38928886296646137,+,0,Associated
Plasmanyl-PC O-16:0_20:5,766.575,8.562,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.9258759742347422,+,0,Associated
Plasmanyl-PC O-16:0_18:3,742.579,8.564,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.7348712525794122,+,0,Associated
SM d19:0_17:2,729.593,8.583,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.3892888629664622,+,0,Associated
Plasmanyl-PC O-16:0_22:6,792.593,8.585,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.8408989940345644,+,0,Associated
PC 10:0_20:0,706.536,8.606,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.8408989940345689,+,0,Associated
PC 16:0_20:4,840.577,8.618,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),876.0,0.2916386197756645,-,100,Associated
PC 14:0_16:0,764.543,8.62,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),738.0,0.38928886296646165,-,100,Associated
PC 14:1_24:4,808.584,8.628,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.5000061334372888,+,0,Associated
SM d19:0_15:1,703.575,8.648,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,1.526178418047306E-5,+,0,Associated
PC 10:0_22:1,732.553,8.669,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.9258759742347418,+,0,Associated
PC 12:0_24:4,782.57,8.688,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.7348712525794127,+,0,Associated
PC 12:0_22:2,758.569,8.711,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.02296613520477116,+,0,Associated
Plasmenyl-PC P-18:1_20:5,790.573,8.731,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.3892888629664649,+,0,Associated
PI 18:0_20:3,887.566,8.741,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),947.0,0.6179524970389458,-,100,Associated
PI 18:0_22:4,913.582,8.743,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),640.0,0.8408989940345656,-,100,Associated
Plasmenyl-PE P-16:0_22:6,746.514,8.761,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),718.0,1.0,-,85,Associated
PC 17:2_22:4,820.588,8.774,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.8408989940345671,+,0,Associated
Plasmenyl-PE P-18:1_22:6,772.529,8.804,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),689.0,0.38928886296646553,-,100,Associated
PE 16:0_20:4,738.51,8.806,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),905.0,0.2916386197756659,-,100,Associated
PE-NMe2 16:0_18:2,742.54,8.823,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),785.0,1.0,-,100,Associated
PC 18:2_18:1,842.592,8.843,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),745.0,0.6179524970389468,-,100,Associated
SM d19:0_15:0,705.59,8.855,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.8408989940345671,+,0,Associated
PC 14:1_24:4,808.582,8.857,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.14582109863501833,+,0,Associated
PC 14:1_22:2,784.585,8.875,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.9258759742347386,+,0,Associated
PC 12:0_22:2,758.57,8.894,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.2916386197756655,+,0,Associated
Plasmanyl-PC O-16:0_22:6,792.589,8.914,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.3892888629664649,+,0,Associated
Plasmenyl-PC P-18:0_22:6,818.606,8.916,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.840898994034569,+,0,Associated
PC 16:0_18:2,816.577,8.924,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),770.0,0.02296613520477061,-,100,Associated
PI 18:1_18:0,863.566,8.925,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),970.0,0.9809304219154324,-,100,Associated
SM d19:0_16:1,717.591,8.977,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.9258759742347396,+,0,Associated
Plasmanyl-PC O-16:0_20:5,766.576,8.999,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.9809304219154329,+,0,Associated
PI 18:0_20:2,889.582,9.009,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),817.0,1.0,-,100,Associated
PE-NMe2 16:0_20:3,768.555,9.031,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),775.0,0.9809304219154326,-,67,Associated
PC 14:1_22:2,784.587,9.062,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.38928886296646253,+,0,Associated
PC 13:0_24:4,796.587,9.063,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.9809304219154308,+,0,Associated
PC 11:0_22:1,746.57,9.084,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.8408989940345672,+,0,Associated
PC 17:0_20:4,854.593,9.093,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),694.0,0.8408989940345654,-,100,Associated
PC 13:0_22:2,772.586,9.105,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,2.98114632669573E-8,+,0,Associated
SM d18:1_24:4,807.639,9.107,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),860.0,0.8408989940345685,+,0,Associated
Plasmenyl-PC P-18:0_20:4,852.615,9.14,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),624.0,0.5000061334372867,-,71,Associated
PC 18:4_22:2,834.601,9.148,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.1458210986350177,+,0,Associated
Plasmenyl-PE P-18:1_20:4,748.53,9.159,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),515.0,0.5000061334372873,-,75,Associated
Plasmenyl-PE P-16:0_20:4,724.528,9.169,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),956.0,0.9809304219154312,+,0,Associated
Plasmanyl-PC O-18:0_18:4,768.591,9.189,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.7348712525794131,+,0,Associated
Plasmenyl-PC P-16:0_18:2,800.582,9.202,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),857.0,1.0,-,100,Associated
Plasmanyl-PC O-16:0_18:3,742.575,9.211,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.9809304219154321,+,0,Associated
PE-NMe2 18:0_22:6,818.572,9.221,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),957.0,0.9809304219154327,-,100,Associated
PC 14:0_24:4,810.603,9.253,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.9258759742347387,+,0,Associated
PC 17:0_18:2,830.594,9.261,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),761.0,0.9809304219154327,-,100,Associated
PC 15:1_22:2,798.601,9.275,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.9809304219154308,+,0,Associated
PC 13:0_22:2,772.586,9.294,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.6179524970389463,+,0,Associated
Plasmanyl-PC O-16:0_18:2,802.598,9.327,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),993.0,0.500006133437287,-,100,Associated
PC 18:4_22:2,834.601,9.336,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.003832135506453891,+,0,Associated
Plasmenyl-PC P-18:0_18:2,828.615,9.346,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),959.0,0.5000061334372928,-,100,Associated
PC 18:2_24:4,862.632,9.36,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),994.0,1.0,+,0,Associated
PC 18:0_22:6,892.608,9.391,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),629.0,9.283874854272208E-8,-,100,Associated
Plasmanyl-PC O-16:0_18:2,744.591,9.401,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.6179524970389458,+,0,Associated
Plasmanyl-PC O-18:0_18:3,770.606,9.402,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.8408989940345698,+,0,Associated
Plasmenyl-PE P-16:0_18:2,698.514,9.411,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),502.0,0.9809304219154309,-,100,Associated
SM d19:0_17:1,731.607,9.421,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.2102299061415251,+,0,Associated
Plasmenyl-PE P-16:0_18:2,700.528,9.423,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),925.0,0.8408989940345698,+,0,Associated
Plasmenyl-PC P-20:0_18:4,794.608,9.444,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.9809304219154326,+,0,Associated
PC 14:0_24:4,810.601,9.445,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.21022990614152218,+,0,Associated
PC 16:0_16:0,792.574,9.457,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),988.0,0.38928886296646054,-,100,Associated
PC 10:0_22:0,734.567,9.467,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.7348712525794117,+,0,Associated
PC 16:0_18:1,818.593,9.476,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),804.0,0.1458210986350206,-,100,Associated
PC 18:0_20:4,868.609,9.496,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),775.0,0.8408989940345646,-,100,Associated
PC 10:0_24:1,760.585,9.505,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.5000061334372922,+,0,Associated
PC 10:0_26:2,786.601,9.547,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,8.972026985600899E-5,+,0,Associated
PC 18:1_18:1,844.614,9.557,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),893.0,2.053278283242587E-4,-,84,Associated
PE-NMe2 16:0_18:1,744.556,9.559,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),827.0,0.9809304219154327,-,100,Associated
Plasmanyl-PC O-18:0_18:3,770.605,9.589,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.9258759742347428,+,0,Associated
SM d19:0_17:1,731.607,9.61,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,2.2254901363270165E-6,+,0,Associated
PC 14:0_24:4,810.6,9.631,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.0038321355064538606,+,0,Associated
PC 10:0_22:0,734.57,9.651,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),993.0,4.5214888454429494E-4,+,0,Associated
PC 16:0_18:1,818.593,9.661,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),762.0,0.01314001386168097,-,100,Associated
Cer[NS] d18:1_16:0,536.505,9.663,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),640.0,0.925875974234739,-,100,Associated
PE-NMe2 18:2_18:0,770.571,9.681,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),771.0,0.500006133437289,-,100,Associated
PC 10:0_24:1,760.585,9.693,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.06250306677507318,+,0,Associated
PC 18:2_20:1,870.622,9.705,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),688.0,0.9258759742347422,-,100,Associated
Plasmenyl-PE P-18:0_22:6,774.545,9.706,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),732.0,0.5000061334372901,-,100,Associated
PC 10:0_26:2,786.601,9.733,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.9809304219154322,+,0,Associated
PC 16:1_22:2,812.616,9.735,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),991.0,2.781965045946148E-7,+,0,Associated
PC 18:2_18:0,844.609,9.743,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),718.0,0.8408989940345684,-,100,Associated
Plasmanyl-PC O-18:0_22:6,820.62,9.753,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.9809304219154307,+,0,Associated
Plasmenyl-PE P-18:0_22:6,776.561,9.774,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),942.0,1.0,+,0,Associated
PC 16:1_24:4,836.616,9.816,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.8408989940345672,+,0,Associated
Plasmanyl-PC O-18:0_17:2,758.604,9.817,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.840898994034569,+,0,Associated
PE-NMe2 18:2_18:0,770.572,9.87,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),776.0,4.521488845443062E-4,-,100,Associated
PC 11:0_24:1,774.602,9.882,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),967.0,0.0019533406392353778,+,0,Associated
PE 18:1_18:1,744.552,9.901,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),972.0,0.9809304219154308,+,0,Associated
PC 10:0_24:1,760.584,9.902,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),989.0,4.52148884544311E-4,+,0,Associated
PC 18:0_20:3,870.624,9.911,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),760.0,0.9258759742347388,-,100,Associated
PC 16:1_22:2,812.617,9.92,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,1.0,+,0,Associated
PC 10:0_26:2,786.601,9.922,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),982.0,5.941242610455883E-6,+,0,Associated
PC 18:2_18:0,844.609,9.931,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),745.0,2.781965045946168E-7,-,100,Associated
Plasmanyl-PE O-18:0_22:6,776.562,9.955,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),870.0,1.0,-,100,Associated
PC 10:0_23:0,748.585,9.965,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),994.0,0.9809304219154313,+,0,Associated
SM d19:0_18:1,745.625,9.988,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,0.9809304219154322,+,0,Associated
PC 17:0_18:1,832.609,9.997,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),722.0,0.8408989940345675,-,100,Associated
PC 11:0_26:2,800.619,10.008,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.9809304219154317,+,0,Associated
Plasmenyl-PE P-18:0_20:4,752.559,10.029,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),592.0,0.09732460343508961,+,0,Associated
Plasmanyl-PC O-20:0_18:4,796.632,10.052,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.617952497038947,+,0,Associated
Plasmanyl-PC O-20:0_20:5,822.647,10.054,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),987.0,0.9258759742347386,+,0,Associated
PC 11:0_24:1,774.602,10.074,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),996.0,0.3892888629664649,+,0,Associated
Plasmenyl-PC P-18:0_16:0,804.615,10.085,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),846.0,0.7348712525794079,-,84,Associated
Plasmanyl-PC O-20:0_14:1,746.607,10.097,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.8408989940345685,+,0,Associated
Plasmanyl-PC O-20:0_12:0,720.591,10.099,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),998.0,1.0,+,0,Associated
PC 16:1_22:2,812.617,10.122,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),995.0,0.0625030667750739,+,0,Associated
PC 16:0_24:4,838.634,10.144,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),995.0,0.9809304219154312,+,0,Associated
PC 11:0_26:2,800.618,10.188,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,1.0,+,0,Associated
Plasmenyl-PE P-16:0_18:1,700.53,10.2,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),875.0,0.9809304219154317,-,69,Associated
Plasmenyl-PE P-18:1_18:1,726.546,10.224,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),807.0,0.0038321355064538025,-,61,Associated
Plasmanyl-PC O-20:0_18:4,796.624,10.235,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),909.0,8.972026985601122E-5,+,0,Associated
Plasmanyl-PC O-18:0_18:2,830.632,10.268,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),867.0,0.29163861977566896,-,87,Associated
Plasmanyl-PC O-20:0_14:1,746.608,10.282,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),910.0,0.0072340271905603935,+,0,Associated
PC 16:1_22:2,812.618,10.309,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),935.0,0.2102299061415232,+,0,Associated
Plasmenyl-PC P-20:0_16:1,772.623,10.33,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),1000.0,0.980930421915431,+,0,Associated
Plasmanyl-PC O-20:0_20:5,822.643,10.356,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),910.0,0.840898994034569,+,0,Associated
SM d18:0_22:2,785.655,10.401,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.734871252579409,+,0,Associated
PC 10:0_24:0,762.602,10.403,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),997.0,0.2916386197756653,+,0,Associated
PC 16:0_18:0,820.61,10.414,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),908.0,0.5000061334372867,-,100,Associated
Plasmenyl-PE P-18:0_18:2,728.56,10.423,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),785.0,0.29163861977566863,+,0,Associated
SM d18:0_20:1,759.638,10.447,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),999.0,0.5000061334372875,+,0,Associated
SM d18:2_24:1,811.67,10.469,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),990.0,0.6179524970389507,+,0,Associated
