PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
294	Unknown	286	1.331838	1.736972	1.938051	214.2531	16999.56640625	532551.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	93.03214	214.09088:292870 214.09973:30035 214.14363:12250 214.18008:19272 214.25307:23585 215.09416:22049 215.1032:5916 215.12524:77257 215.13858:5412 216.0667:16689 216.1286:6317 216.15926:5512 216.19591:11116 217.10741:30928 218.66055:13805 218.66733:13401 219.18571:9887 219.19577:5487	
295	w/o MS2:Dihydrosphingosine	286	1.26549	1.736972	1.938051	302.3055	11383.833984375	254579.703125	null	[M+H]+	M + 0		null	302.30536	C18H39NO2	1,2-aminoalcohols	OTKJDMGTUTTYMP-UHFFFAOYNA-N	OCC(N)C(O)CCCCCCCCCCCCCCC	530	True	True	False	null	null	null	null	100	215.5187	302.19696:6985 302.30548:17543 304.17502:9020 305.15735:12582	
296	w/o MS2:2-acetoxy-6-pentadecylbenzoic acid	286	0.7244977	1.736972	2.681336	413.265	7347.158203125	158571.46875	null	[M+H]+	M + 0		null	413.26624	C24H38O4	Acylsalicylic acids	ZKWZWUUWZMUNAN-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC1=C(C(O)=O)C(OC(C)=O)=CC=C1	530	True	True	False	null	null	null	null	99.3	146.9432	413.26501:12413 414.26727:4833 415.21078:21614 416.21466:5151	
297	w/o MS2:NCGC00381130-01!methyl (2E,8E)-9-[3a-hydroxy-6,7-dimethyl-1-(2-methylpropyl)-3-oxo-2,4,7,7a-tetrahydro-1H-isoindol-4-yl]-4,5-dihydroxy-8-methylnona-2,8-dienoate	286	1.063042	1.736972	2.340858	432.2806	19502.3359375	405665.875	null	[M+H]+	M + 0		null	432.27444	C25H39NO6	Bicyclic monoterpenoids	YUXUTEAAGHFKKH-UHFFFAOYNA-N	COC(=O)C=CC(O)C(O)CCC(C)=CC1C=C(C)C(C)C2C(CC(C)C)N=C(O)C12O	530	True	True	False	null	null	null	null	82.9	390.0467	432.28058:28273 433.33112:18470 434.95038:6233 435.21606:5529	
298	w/o MS2:NCGC00381131-01_C27H41NO6_(7E)-11-Hydroxy-3-isobutyl-4,5,8,13,13-pentamethyl-3,3a,4,6a,9,10,11,11a,14a,15-decahydro-1H-[1,3]dioxolo[9,10]oxacyclododecino[2,3-d]isoindole-1,16(2H)-dione	286	1.199417	1.736972	2.478364	476.3064	11201.0537109375	178937.375	null	[M+H]+	M + 0		null	476.30066	C27H41NO6	Macrolides and analogues	CNYIRYYCTKRCHF-UHFFFAOYNA-N	CC(C)CC1N=C(O)C23OC(=O)CC4OC(C)(C)OC4C(O)CCC(C)=CC2C=C(C)C(C)C13	530	True	True	False	null	null	null	null	85	224.0211	476.19965:9098 476.30637:18692	
299	w/o MS2:LPC 18:2; PlaSMA ID-2754	286	0.7923395	1.736972	2.543685	520.3325	7211.62109375	139950.4375	null	[M+H]+	M + 0		9.31	520.34009	C26H50NO7P	1-acyl-sn-glycero-3-phosphocholines	SPJFYYJXNPEZDW-UHFFFAOYNA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC	530	True	True	False	99.7	null	null	null	74.7	144.2324	520.33246:7771	
300	Unknown	297	1.130423	1.80578	2.478364	73.42405	1636.91418457031	19809.037109375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.73829	73.06546:17409 73.07672:11080 73.42405:4911 74.06072:39769 74.0971:143700 75.05592:4898 75.10043:7671 75.20867:4391	
301	Unknown	297	1.331838	1.80578	2.207708	98.06056	42962.00390625	1287925.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	671.9827	98.06056:52625 98.07168:12530 98.09692:14685 98.96169:5773 98.98461:5692 99.04455:7490 99.05576:64469 99.09205:12082 99.9596:4756 100.07619:182196 100.08747:10465 100.11258:191069 101.06018:7064 101.07136:17027 101.07944:8227 101.11603:5870 102.05537:8412 102.0918:58444 102.12821:178928 102.13011:10360	
302	Unknown	297	1.26549	1.80578	2.13945	111.1172	29075.427734375	630007.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	526.0701	111.04462:4972 111.05574:38773 111.08089:8336 111.09207:77680 111.11725:37943 112.05077:7917 112.07607:30448 112.08733:59598 112.12054:5454 113.06004:12811 113.07125:20237 113.10768:62901 114.06651:7879 114.09172:187551 114.12803:7147 115.0757:7674 115.08702:14034 115.09502:9098 115.12333:6212 115.95437:6362 115.96435:6561 116.07089:15555 116.1073:28187	
303	w/o MS2:Unknown (carbon number 18); PlaSMA ID-1536	297	1.604218	1.80578	2.412358	297.2412	6519.728515625	108481.25	null	[M+H]+	M + 0		8.46	297.24081	C18H32O3	NA			530	True	True	False	99.8	null	null	null	99.9	130.3946	297.16049:6097 297.18173:5464 297.21735:5401 297.24216:8763 299.16074:11839 300.14423:14041 300.20172:42674 301.14105:6257 302.19623:10360	
304	w/o MS2:Dibucaine (Cinchocaine) HCl	297	1.466003	1.80578	2.13945	344.2279	37065.765625	725877.25	null	[M+H]+	M + 0		null	344.23325	C20H29N3O2	Quinolones and derivatives	PUFQVTATUTYEAL-UHFFFAOYSA-N	CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1	530	True	True	False	null	null	null	null	86.7	669.3976	344.22791:49032 345.23135:6579 346.30582:4552 346.33203:6307 349.18323:12374	
305	w/o MS2:NCGC00347666-02!2,4-dihydroxy-6-methyl-3-[(2E,4E)-3-methyl-5-[(1R,2R,6R)-1,2,6-trimethyl-3-oxocyclohexyl]penta-2,4-dienyl]benzaldehyde	297	1.399763	1.80578	2.273529	388.2543	23735.7421875	503200.375	null	[M+H]+	M + 0		null	388.24823	C23H30O4	Hydroxybenzaldehydes	AQCKKGIVKOHRLM-UHFFFAOYNA-N	CC1CCC(=O)C(C)C1(C)C=CC(C)=CCC1=C(O)C=C(C)C(C=O)=C1O	530	True	True	False	null	null	null	null	83.2	464.9258	388.19666:7316 388.2117:6279 388.2543:31439 391.19009:6905 391.28381:6731 392.17419:6247	
306	Pyridine	308	1.399763	1.873382	2.273529	80.0501	514028.625	10243502	null	[M+H]+	M + 0	similar chromatogram in higher mz_311	null	80.04948	C5H5N	Pyridines and derivatives	JUJWROOIHBZHMG-UHFFFAOYSA-N	N=1C=CC=CC1	430	True	True	True	null	75	75	100	86	9305.786	80.0501:719493 81.04533:16124 81.05343:42498 81.0705:16677 83.06094:39375 83.08606:6208 84.04497:4891 84.05622:7013 84.08138:7161	50.48091:668 50.69032:789 51.02364:1101 53.03932:13115 55.07512:754 61.86581:762 64.37829:775 69.40629:745 69.57886:847 73.59663:722 74.93223:736 80.0501:433573 92.94258:738 96.04489:3559
307	Unknown	308	1.535297	1.873382	2.13945	81.05343	47842.171875	1119405.375	null	[M+H]+	M + 1	isotope of 306	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	646.3702	81.04533:16124 81.05343:42498 81.0705:16677 83.06094:39375 83.08606:6208 84.04497:4891 84.05622:7013 84.08138:7161 85.07661:15229	
308	w/o MS2:Triethanolamine; LC-ESI-QTOF; MS2; CE	308	1.331838	1.873382	2.207708	150.1127	52199.51171875	2214661.25	null	[M+H]+	M + 0		null	150.11247	C6H15NO3	1,2-aminoalcohols	GSEJCLTVZPLZKY-UHFFFAOYSA-N	OCCN(CCO)CCO	530	True	True	False	null	null	null	null	100	403.195	150.02667:9745 150.09158:4892 150.10289:7250 150.11264:53321 150.1279:13383 151.0757:6137 151.08685:10933 151.09662:23929 151.12311:11631 152.04742:20414 152.07077:10149 152.10724:21215 152.11836:5688 153.06612:5560 153.07719:6581 153.091:8996 153.10233:26376 153.94879:5813 154.04439:7277 154.08643:38094 154.12277:13281 155.08156:62004 155.10678:10264	
309	w/o MS2:Pregabalin	308	1.26549	1.873382	2.273529	160.1334	32876.546875	800820.1875	null	[M+H]+	M + 0		null	160.13321	C8H17NO2	Gamma amino acids and derivatives	AYXYPKUFHZROOJ-UHFFFAOYNA-N	CC(C)CC(CN)CC(O)=O	530	True	True	False	null	null	null	null	100	641.9577	159.97028:11932 160.09698:20657 160.1333:43070 160.98953:4385 162.10284:5992 162.11256:10385 162.12755:5098 163.07549:23195 163.09801:7556 163.12317:19829 163.133:8911 163.98784:4881 164.10707:6193 164.14351:5350 165.09105:11355 165.10236:19686 165.11368:60655	
310	w/o MS2:NCGC00169735-02!(5S)-5-hydroxy-1,7-diphenylheptan-3-one	308	1.399763	1.873382	2.273529	283.1749	57318.44921875	1411735	null	[M+H]+	M + 0	adduct linked to 311_[M+NH4]+; adduct linked to 312_[M+Na]+	null	283.16925	C19H22O2	Linear diarylheptanoids	CCNKTMMNRPJQHV-UHFFFAOYNA-N	OC(CCC1=CC=CC=C1)CC(=O)CCC1=CC=CC=C1	530	True	True	False	null	null	null	null	85.1	984.1298	283.16617:6651 283.17493:58925 283.22647:6045 284.29529:5199 285.00931:5072 286.20074:5945	
311	Unknown	308	1.535297	1.873382	2.273529	300.2017	47988.671875	911041.1875	null	[M+NH4]+	M + 0	adduct linked to 310_[M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	897.4713	300.14438:11332 300.20172:62513 301.20502:9859 302.30527:5882 303.28943:5487 305.15698:24580	
312	w/o MS2:Unknown (carbon number 16); PlaSMA ID-1590	308	0.8587396	1.873382	2.13945	305.157	19557.5703125	329591.1875	null	[M+Na]+	M + 0	adduct linked to 310_[M+H]+	2.93	305.15231	C16H20N2O4	NA			530	True	True	False	100	null	null	null	89.7	391.1514	305.15698:24580 309.18134:5761 309.22754:8761	
313	w/o MS2:Acitretin	308	1.199417	1.873382	2.207708	327.2007	8049.193359375	126423.6640625	null	[M+H]+	M + 0		null	327.19547	C21H26O3	Retinoids	IHUNBGSDBOWDMA-UHFFFAOYSA-N	COC1=CC(C)=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)=C1C	530	True	True	False	null	null	null	null	87.1	160.9839	327.15598:5475 327.17007:6898 327.20071:9528 330.22723:8254 330.26376:16923 330.3367:24493 331.20148:7538 332.18558:19566	
314	w/o MS2:NCGC00180860-02_C20H34O3_2-Butene-1,4-diol, 2-[2-[(1S,8aR)-1,4,4a,5,6,7,8,8a-octahydro-2-(hydroxymethyl)-5,5,8a-trimethyl-1-naphthalenyl]ethyl]-, (2Z)-	308	1.063042	1.873382	2.612529	345.2311	7398.169921875	105769.046875	null	[M+H]+	M + 0		null	345.24002	C20H34O3	Diterpenoids	QKFYQBBBSKOMPQ-UHFFFAOYNA-N	CC1(C)CCCC2(C)C(CCC(CO)=CCO)C(CO)=CCC12	530	True	True	False	null	null	null	null	67.4	147.9634	345.23114:13904 346.30542:7384	
315	N-Methyl-2-pyrrolidone	319	1.399763	1.938051	2.543685	100.0762	450943.5625	10288374	null	[M+H]+	M + 0		null	100.07569	C5H9NO	N-alkylpyrrolidines	SECXISVLQFMRJM-UHFFFAOYSA-N	CN1CCCC1=O	430	True	True	True	null	62	73.5	100	81.4	8136.595	99.95966:6838 100.07618:722087 100.08738:14954 100.11256:233703 101.06021:10704 101.07143:19537 101.07957:36941 101.11596:6775 102.0918:88323 102.1282:249176 103.08702:5520 103.13154:17425 103.956:119333 104.04585:6221 104.07106:454160 104.10741:108166 104.21706:5307 104.48961:5210 104.99268:20937 105.06638:6347 105.07026:7849 105.07442:16939	50.56288:934 52.34852:860 54.61036:779 55.05496:8372 55.09103:796 56.05019:1316 57.05798:1030 58.02946:10528 58.06585:4720 58.93335:6838 59.59307:707 60.62655:745 61.64532:808 63.03996:892 67.95636:779 69.03419:6501 69.23653:757 71.04983:1090 72.08145:7817 72.98014:755 76.69419:678 78.6105:885 80.27759:682 82.06573:3044 83.04974:1717 83.061:5324 83.08614:9435 83.43526:1092 85.25719:826 98.06061:1573 100.05914:1360 100.0762:125866 100.08741:1480 100.11255:23069
316	Unknown	319	0.9968669	1.938051	2.816205	118.123	2123042.5	156229744	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29128.32	117.65166:8003 117.97013:7462 118.06535:10073 118.08659:406813 118.12296:2429568 119.08581:6158 119.08984:24119 119.11996:12574 119.12629:157889 120.08105:47470 120.10211:16214 120.1298:7861 121.08448:5718 121.10147:7168 121.30781:5020 121.96645:82423 122.0603:7673 122.0715:8451 122.09672:78726 123.04433:5301 123.08071:13615 123.09189:30900 123.11704:12319	56.2718:1133 58.06581:27079 59.04991:1218 59.07365:29833 62.93187:1086 65.73805:1109 68.44985:1164 70.06579:2751 72.08144:123479 74.09707:41421 75.30179:1307 78.2062:1106 81.64874:1022 89.04443:1064 90.09184:3764 98.59048:1276 100.11256:192819 104.22476:1324 118.06873:1859 118.08406:2493 118.08656:106360 118.12296:269910 121.12879:1111
317	Unknown	319	0.9968669	1.938051	2.816205	119.1263	145173.09375	11270477	null	[M+H]+	M + 1	isotope of 316	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2024.47	119.08581:6158 119.08984:24119 119.11996:12574 119.12629:157889 120.08105:47470 120.10211:16214 120.1298:7861 121.08448:5718 121.10147:7168 121.30781:5020 121.96645:82423 122.0603:7673 122.0715:8451 122.09672:78726 123.04433:5301 123.08071:13615 123.09189:30900 123.11704:12319 123.96463:33365 124.0759:14880 124.0872:238018	
318	w/o MS2:Unknown (carbon number 8); PlaSMA ID-136	319	1.26549	1.938051	2.612529	138.0915	38476.90234375	1500863.875	null	[M+H]+	M + 0		4.13	138.0916	C8H11NO	NA			530	True	True	False	100	null	null	null	100	620.9876	138.05508:5589 138.06638:15839 138.09148:46589 138.10275:17096 139.0504:15750 139.07539:6488 139.08655:8102 139.11168:8191 139.12308:57569 139.34155:5143 139.98808:8057 140.06825:5890 140.08185:11247 140.10698:12846 140.12639:10540 140.9595:6286 140.98586:33677 141.06592:8911 141.09108:6508 141.10226:7520 141.13864:12473 142.06145:5629 142.08357:7359 142.08638:70786 142.12279:74206 142.15915:7068 143.08156:23760	
319	w/o MS2:Unknown (carbon number 8); PlaSMA ID-274	319	1.26549	1.938051	2.273529	157.0836	96353.8671875	2794909	null	[M+H]+	M + 0		5.65	157.08521	C8H12O3	NA			530	True	True	False	99.9	null	null	null	98.8	1860.404	157.08363:167621 157.0871:10281 157.09726:28824 157.13364:31575 157.16986:20033 157.97478:46033 158.0813:9401 158.08699:17183 158.09669:6205 158.11771:15715 158.1541:44308 158.19043:19595 158.97266:17209 159.07663:7823 159.97014:21855 160.09683:16690 160.13332:22369 161.10751:10174 161.1367:5643	50.49635:815 51.7852:735 58.06584:1307 58.17017:803 65.36613:772 68.13976:719 68.80175:783 70.06573:1881 75.29504:866 83.26026:765 85.03448:814 86.47068:856 86.76219:774 90.28357:738 91.85851:976 92.95652:919 99.08955:781 104.2151:1046 111.16498:772 112.076:3900 113.10763:5458 116.58831:845 116.97227:1572 117.6476:879 132.40253:814 133.86546:755 133.96489:926 154.58031:726 157.08376:3000 157.09727:3448 157.13362:1593 157.17:12591 158.49274:842
320	w/o MS2:Unknown (carbon number 8); PlaSMA ID-274	319	1.26549	1.938051	2.273529	157.0836	96353.8671875	2794909	null	[M+H]+	M + 0		5.65	157.08521	C8H12O3	NA			530	True	True	False	99.9	null	null	null	98.8	1860.404	157.08363:167621 157.0871:10281 157.09726:28824 157.13364:31575 157.16986:20033 157.97478:46033 158.0813:9401 158.08699:17183 158.09669:6205 158.11771:15715 158.1541:44308 158.19043:19595 158.97266:17209 159.07663:7823 159.97014:21855 160.09683:16690 160.13332:22369 161.10751:10174 161.1367:5643	50.49635:815 51.7852:735 58.06584:1307 58.17017:803 65.36613:772 68.13976:719 68.80175:783 70.06573:1881 75.29504:866 83.26026:765 85.03448:814 86.47068:856 86.76219:774 90.28357:738 91.85851:976 92.95652:919 99.08955:781 104.2151:1046 111.16498:772 112.076:3900 113.10763:5458 116.58831:845 116.97227:1572 117.6476:879 132.40253:814 133.86546:755 133.96489:926 154.58031:726 157.08376:3000 157.09727:3448 157.13362:1593 157.17:12591 158.49274:842
321	Unknown	319	0.5898726	1.938051	2.749967	174.1602	44101.140625	3604862.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	784.7141	174.09157:5751 174.11273:17670 174.14925:11036 174.16023:49919 174.18541:24716 175.09743:5301 175.12308:9757 175.98526:20930 176.03506:7196 176.10713:8157 176.11824:6009 176.13942:6572 176.14334:9794 176.98351:7266 177.10274:10342 177.11267:19563 177.13866:55064 177.98083:7646 178.10864:6063 178.11581:5548 178.12265:109870 179.03523:21359 179.10683:8068 179.11786:18786 179.12656:7063 179.1546:12632	50.72961:746 51.70816:775 58.82497:806 59.43081:798 59.82314:814 66.72206:812 67.42692:806 69.54274:778 80.38868:744 86.09702:940 90.58246:730 91.66023:675 92.95804:830 98.34621:815 104.21619:855 117.65053:834 124.4477:826 125.16228:783 129.10246:13666 157.05527:826 174.09164:936 174.12804:1371 174.14891:2506 174.16028:1957
322	Unknown	319	0.007205142	1.938051	2.816205	182.1904	178051.921875	18358714	null	[M+H]+	M + 0	similar chromatogram in higher mz_323	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2656.584	182.08444:6541 182.16548:5431 182.19046:207905 182.94905:13471 183.10161:15964 183.11256:6520 183.18607:11850 183.19394:23847 184.00174:8905 184.13326:10158 184.16974:15864 184.18092:20518 185.12866:92387 185.16455:9123 186.05812:42041 186.11263:23402 186.12379:53413 186.13165:8970 186.14893:13755 186.22176:173835 186.99541:14307 187.10783:10400 187.12259:4697 187.12656:74216	52.3536:770 55.05494:1439 58.3625:738 63.34877:775 63.95491:832 66.93508:746 67.11581:704 68.97147:979 70.3045:746 73.0513:749 75.29794:888 76.33694:771 82.80824:831 83.08611:6944 83.43217:1021 97.42577:781 98.34766:1359 99.51425:878 100.11253:6440 101.21536:725 101.47115:703 103.4166:857 104.21832:1380 104.53605:854 105.59231:768 109.2345:779 112.129:693 117.6517:1257 117.65404:845 119.05912:736 120.01569:747 124.24847:722 162.73288:787 172.65909:854 182.08463:4187 182.11777:1391 182.19046:52479 185.81662:835
323	w/o MS2:Pirimicarb	319	1.604218	1.938051	2.340858	239.1489	348740.25	9745564	null	[M+H]+	M + 0	adduct linked to 324_[M+NH4]+; adduct linked to 325_[M+Na]+	null	239.15025	C11H18N4O2	Dialkylarylamines	YFGYUFNIOHWBOB-UHFFFAOYSA-N	CC1=C(C)N=C(N=C1OC(N(C)C)=O)N(C)C	530	True	True	False	null	null	null	null	99.1	4773.472	239.1275:15599 239.13896:148123 239.14888:352766 240.02785:9691 240.12279:11752 240.1424:16171 240.1525:46931 240.15918:7766 240.17059:9490 240.18098:5718 240.19594:6548 241.13313:8225 241.15442:30890 242.11636:6411 242.13889:8048 242.28439:15450 244.13313:7754	51.10497:746 56.05018:3335 56.93715:941 60.06983:833 61.30337:809 61.88061:962 67.15865:1061 68.28226:942 70.1686:859 75.29873:1149 82.44397:690 83.43338:774 85.15438:772 89.06027:17009 91.79239:892 95.61305:841 98.06307:755 98.86672:926 104.21902:1301 104.22097:978 105.18787:925 124.11229:1438 128.96318:799 133.08612:6778 148.11205:1745 154.57988:871 164.10696:1901 165.13875:5085 166.12276:3159 168.10925:825 176.10719:2375 193.13373:34837 194.11778:1515 212.1282:7068 217.68274:5998 221.12852:6579 239.11766:1277 239.13911:29842
324	w/o MS2:Tripelennamine	319	1.331838	1.938051	2.816205	256.1756	24659.078125	378615	null	[M+NH4]+	M + 0	adduct linked to 323_[M+H]+	null	256.18082	C16H21N3	2-benzylaminopyridines	UFLGIAIHIAPJJC-UHFFFAOYSA-N	N=1C=CC=CC1N(CC=2C=CC=CC2)CCN(C)C	530	True	True	False	null	null	null	null	87.1	493.1815	256.17557:40770 256.26373:8441 256.2999:88659 257.14932:38247 257.30313:6701 258.27905:11163 260.1282:16629 261.12192:6596 261.13095:109235 261.15982:10098	
325	w/o MS2:Pesticide3_Pirimicarb_C11H18N4O2_2-(Dimethylamino)-5,6-dimethyl-4-pyrimidinyl dimethylcarbamate	319	1.331838	1.938051	2.612529	261.131	64049.99609375	1561904.875	null	[M+Na]+	M + 0	adduct linked to 323_[M+H]+	null	261.1322	C11H18N4O2	Dialkylarylamines	YFGYUFNIOHWBOB-UHFFFAOYSA-N	CN(C)C(=O)OC1=NC(=NC(C)=C1C)N(C)C	530	True	True	False	null	null	null	null	99.2	1214.188	261.12192:6596 261.13095:109235 261.15982:10098 262.13477:12046 262.14322:5732 262.19141:7918 264.03635:7171	
326	w/o MS2:NCGC00169702-02!(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one	319	1.669907	1.938051	2.543685	295.1906	35302.1015625	715202.75	null	[M+H]+	M + 0		null	295.1904	C17H26O4	Gingerols	NLDDIKRKFXEWBK-UHFFFAOYNA-N	CCCCCC(O)CC(=O)CCC1=CC(OC)=C(O)C=C1	530	True	True	False	null	null	null	null	100	706.042	295.16553:11693 295.19058:50697 295.2099:9445 296.2334:9117 297.15982:12951 299.1611:14951	50.50065:912 54.04451:747 57.07062:3303 58.79001:844 60.73122:774 70.16489:930 75.29566:819 75.29679:888 78.80928:1023 79.89744:927 87.58703:781 91.69261:792 91.91154:899 92.57597:794 93.42429:809 94.98467:777 96.86616:908 101.95296:754 102.87891:1136 104.21526:1018 104.21725:1116 108.57103:782 114.93294:878 133.10162:842 136.39267:822 149.62831:881 156.34441:808 178.21931:878 179.10672:948 186.45248:931 193.12254:1150 193.13362:2553 218.54314:4910 267.19543:906 277.18018:1622 295.16537:4239
327	w/o MS2:NCGC00385004-01!5-hydroxy-8,8-dimethyl-6-(2-methylbutanoyl)-4-phenylpyrano[2,3-h]chromen-2-one	319	1.736972	1.938051	2.207708	405.1725	37749.94921875	982261.8125	null	[M+H]+	M + 0		null	405.16965	C25H24O5	Prenylated neoflavonoids	YJSXHUXXMDAOCE-UHFFFAOYNA-N	CCC(C)C(=O)C1=C2OC(C)(C)C=CC2=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O	530	True	True	False	null	null	null	null	96.1	106.2937	405.05133:5400 405.17249:52807 405.19968:14259 406.203:6260 408.36807:6582	
328	Unknown	330	1.604218	2.005254	3.42548	192.1596	173608.9375	3184988.25	null	[M+Na]+	M + 0	adduct linked to 329_[2M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3472.179	192.13829:10847 192.15958:225528 193.00195:13343 193.09459:22555 193.12248:5767 193.13362:77904 193.16287:18243 193.16992:6608 194.0847:363074 194.11765:95801 194.1288:12425 194.13713:4707 194.15421:8926 195.08795:29715 195.12283:664738 196.08037:12429 196.12601:56976 196.1696:71505 196.18071:4805 197.12796:9570 197.15385:5847	55.05496:1140 55.08284:815 59.04983:1205 63.5172:744 65.79166:752 69.07058:781 71.83212:703 72.21687:827 75.2998:1205 75.33264:859 78.19419:716 86.90266:781 97.29353:701 98.09687:10686 101.05293:869 116.10732:3208 117.76598:800 119.04939:1162 119.54391:762 133.06499:1010 133.8634:801 136.15494:769 142.5136:887 143.02354:910 143.33507:772 147.47418:815 149.11557:1124 154.17931:852 156.13837:8593 174.14886:27699 188.97078:792 192.10202:1058 192.13832:5022 192.15956:37432 192.17474:2546
329	Unknown	330	1.669907	2.005254	2.207708	339.3453	4662.416015625	72855.796875	null	[2M+H]+	M + 0	adduct linked to 328_[M+Na]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	93.24832	339.34534:5511 343.15533:4677 343.29495:20158	
330	w/o MS2:NCGC00385072-01_C22H24O6_13,14-Dimethoxy-6,7-dimethyl-5,6,7,8-tetrahydro[1,3]benzodioxolo[5',6':3,4]cycloocta[1,2-f][1,3]benzodioxole	330	1.604218	2.005254	2.207708	402.1908	3044.8076171875	43535.63671875	null	[M+H]+	M + 0		null	402.1911	C22H24O6	Hydrolyzable tannins	HTBWBWWADZJXID-UHFFFAOYNA-N	COC1=C2C(CC(C)C(C)CC3=CC4=C(OCO4)C(OC)=C23)=CC2=C1OCO2	530	True	True	False	null	null	null	null	100	60.89615	402.19083:5857 405.17224:24840 405.19995:11576 406.17343:5879	
331	Unknown (carbon number 6); PlaSMA ID-45	341	1.399763	2.072762	2.478364	114.0917	957135.375	23637436	null	[M+H]+	M + 0	similar chromatogram in higher mz_336	2.91	114.0929	C6H11NO	NA			430	True	True	True	100	45	71	50	69.5	16072.79	114.05514:5438 114.06663:9011 114.09173:1445140 114.12808:6355 115.07566:5247 115.08691:6658 115.09508:102270 115.12332:13368 115.96439:16973 116.07092:8791 116.10731:32579 116.14368:13604 116.98602:5339 117.09133:10218 117.10258:28259 117.96:4455 117.97001:10183 118.06533:5760 118.06893:9075 118.08661:368765 118.12298:1928690 119.08607:5855 119.08989:15267	50.35934:745 55.05488:876 58.01305:857 58.06585:2958 62.41785:792 65.37709:820 69.07056:6388 69.74428:844 70.0658:1474 71.0862:1165 71.34196:844 71.55525:743 72.08146:8204 73.48356:793 74.87216:715 75.29807:828 78.01883:920 79.05483:3834 82.83932:722 83.43287:891 83.43465:582 83.49744:722 84.08137:3478 84.31487:757 86.0606:2326 86.09701:2019 86.16531:807 88.00375:861 88.61906:693 88.77062:735 89.55786:652 96.08127:3631 96.09518:701 97.06519:1268 97.45322:771 98.34864:860 99.08861:752 101.86282:888 101.89041:752 104.66145:685 105.18926:695 108.4665:975 110.69994:745 114.06651:1747 114.09174:33342 114.1281:11081 117.65377:987 120.8777:839
332	Unknown	341	1.736972	2.072762	2.412358	115.0951	74821.2890625	1620524.25	null	[M+H]+	M + 1	isotope of 331	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1154.788	115.07566:5247 115.08691:6658 115.09508:102270 115.12332:13368 115.96439:16973 116.07092:8791 116.10731:32579 116.14368:13604 116.98602:5339 117.09133:10218 117.10258:28259 117.96:4455 117.97001:10183 118.06533:5760 118.06893:9075 118.08661:368765 118.12298:1928690 119.08607:5855 119.08989:15267 119.11994:5701 119.12634:132403 119.12882:5099 120.08105:36803	
333	Unknown	341	1.736972	2.072762	2.340858	117.1026	18705.244140625	310532.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	362.5703	116.98602:5339 117.09133:10218 117.10258:28259 117.96:4455 117.97001:10183 118.06533:5760 118.06893:9075 118.08661:368765 118.12298:1928690 119.08607:5855 119.08989:15267 119.11994:5701 119.12634:132403 119.12882:5099 120.08105:36803 120.10216:10606 121.04005:4932 121.96645:136765 122.06033:10420 122.07156:8001 122.09673:56057	
334	w/o MS2:Unknown (carbon number 8); PlaSMA ID-401	341	1.80578	2.072762	2.478364	172.0971	18920.12109375	412006	null	[M+H]+	M + 0		3.81	172.09869	C8H13NO3	NA			530	True	True	False	100	null	null	null	98.7	319.7375	172.09708:26701 172.10976:11703 172.11623:192685 172.13335:51644 172.15274:5218 172.16968:9065 172.18071:6796 173.11682:6662 174.11249:13135 174.14908:11270 174.16019:49087 174.1852:11468 175.98526:15067 176.03531:10694 176.1073:7960 176.11829:6858 176.12804:9936	
