PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
169	Unknown	924	5.303071	5.637853	5.838588	199.9992	2089018	64069912	null	[M+H]+	M + 1	isotope of 168	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4919.148	199.94902:87831 199.99919:2094730 200.00453:255965 200.08809:18185 200.94672:10746 200.99675:1601384 201.00223:122506 201.07202:33043 201.97585:64600 201.99631:26382 202.00107:68659 202.01453:16191 202.03847:14553 202.1801:55408 202.97368:53171 202.99422:207663 203.03261:65013 203.06947:9388 203.18332:8459 203.97128:29296 204.01973:8035 204.03038:24068 204.03546:7478 204.06621:9755 204.99425:72557	
170	Unknown	924	5.436427	5.637853	5.838588	200.9967	1489975.625	34879444	null	[M+H]+	M + 2	isotope of 168	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1985.07	200.94672:10746 200.99675:1601384 201.00223:122506 201.07202:33043 201.97585:64600 201.99631:26382 202.00107:68659 202.01453:16191 202.03847:14553 202.1801:55408 202.97368:53171 202.99422:207663 203.03261:65013 203.06947:9388 203.18332:8459 203.97128:29296 204.01973:8035 204.03038:24068 204.03546:7478 204.06621:9755 204.99425:72557 205.00372:21549 205.01459:11438 205.02798:29537 205.04828:128950 205.08575:17104	
171	Unknown	924	5.436427	5.637853	5.838588	211.0124	444991.3125	10344509	null	[M+NH4]+	M + 0	adduct linked to 166_[M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	775.5906	210.99316:31910 211.01239:522792 211.99646:29151 212.00952:7474 212.01601:21068 212.09518:7829486 212.99197:8491 213.01672:14541 213.09386:39362 213.09854:543940 214.09084:313747 214.09886:54904 215.09436:24463 215.37114:44261 215.37772:42806	54.66252:868 58.16864:795 59.06103:1564 59.36383:774 59.75085:716 62.70141:780 66.68814:750 70.96539:720 74.12778:944 75.30235:884 76.91439:782 79.32018:915 81.87334:709 84.92316:752 88.52335:776 89.2306:1030 90.75725:893 90.98315:933 92.30032:772 92.96636:1026 104.22465:851 104.79234:677 109.6179:790 110.0604:783 110.22849:814 115.32115:841 126.05981:779 131.75768:1092 131.83597:837 132.35286:795 133.87163:1190 134.97256:18464 135.95656:1361 143.54454:811 145.96663:976 150.99132:1710 151.97537:4151 152.98312:47765 153.96709:5398 159.67659:820 163.9771:6861 166.84924:861 169.00186:1487 170.99361:1727 173.01552:851 175.99893:5560 176.9594:3380 181.9877:3191 187.97725:1428 192.32579:809 193.9859:1930 194.96996:4257 205.98767:12421 211.99631:9301 212.09511:1956 212.98006:4940 216.57529:811 216.64783:911 218.62473:2964
172	w/o MS2:SR 57227A	924	5.303071	5.637853	5.838588	212.0952	6852321	212287600	null	[M+H]+	M + 0		null	212.09489	C10H14ClN3	Dialkylarylamines	WPVVMKYQOMJPIN-UHFFFAOYSA-N	ClC=1N=C(C=CC1)N2CCC(N)CC2	530	True	True	False	null	null	null	null	100	11099.03	211.99646:29151 212.00952:7474 212.01601:21068 212.09518:7829486 212.99197:8491 213.01672:14541 213.09386:39362 213.09854:543940 214.09084:313747 214.09886:54904 215.09436:24463 215.37114:44261 215.37772:42806 216.02777:147025 217.01192:15918 217.0256:58169	55.53934:3503 56.13068:4216 58.0649:6802 58.06585:26594 59.04985:20673 59.44546:2874 60.54567:3706 65.58673:3120 68.30096:3293 68.30201:3177 72.08142:120211 74.70742:3580 79.70161:3772 81.42393:3748 82.12569:3692 83.43684:3730 88.07623:11222 90.09187:306221 92.96596:3851 95.47466:3617 99.11612:3100 99.19581:3103 106.31431:4102 110.90206:3267 116.1653:3607 117.65999:4710 118.1946:3682 123.01128:232636 130.12274:6792 133.87239:3569 141.02162:12518 142.84998:3267 147.50793:3245 152.98323:4836 153.43521:3849 158.41309:3424 163.3614:3147 166.05327:3612 168.06894:124427 173.83052:3963 180.96869:3519 183.81531:3451 212.09521:3470315 219.54068:16083 219.54669:7798 222.66202:3591
173	w/o MS2:Alibendol	924	5.303071	5.637853	6.713352	274.106	39467.296875	2720191.75	null	[M+H]+	M + 0		null	274.10498	C13H17NO4	Salicylamides	UMJHTFHIQDEGKB-UHFFFAOYSA-N	COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O	530	True	True	False	null	null	null	null	99.4	303.9477	274.10605:46450 274.93707:35662 275.05658:8282 275.09088:57362 275.93506:14219 276.9086:13664 276.96155:7658 276.96973:15436 277.08664:10933 278.96637:13616	
174	w/o MS2:Pesticide1_Vamidothion_C8H18NO4PS2_Phosphorothioic acid, O,O-dimethyl S-[2-[[1-methyl-2-(methylamino)-2-oxoethyl]thio]ethyl] ester	924	5.436427	5.637853	5.838588	310.0392	88651.3203125	1994968.75	null	[M+H]+	M + 0		null	310.0307	C8H18NO4PS2	Secondary carboxylic acid amides	LESVOLZBIFDZGS-UHFFFAOYNA-N	COP(=O)(OC)SCCSC(C)C(O)=NC	530	True	True	False	null	null	null	null	69.6	328.0479	309.9165:89009 309.93988:35705 310.03922:113713 310.06287:9962 310.23532:32222 310.92493:93981 311.04343:8818 311.91861:11524 311.93176:15522 313.14325:18710 313.17587:29765	
175	Unknown	935	5.368855	5.703619	6.171224	169.9667	13846.9384765625	455173.71875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	219.379	169.96669:16057 170.12883:10333 171.07648:7920 171.11292:714193 171.14926:117597 172.11623:57215 172.13332:13708 172.15271:19670 172.97568:9002 173.03334:57542 173.04712:7342 173.67119:6807 174.03102:11753 174.09163:6666 174.16014:21849 174.95674:23268	
176	w/o MS2:Dihydoroferuloyl Octylamine; PlaSMA ID-1639	935	5.232879	5.703619	5.973378	310.2355	32788.12109375	1185497.625	null	[M+H]+	M + 0		5.25	310.2363	C18H31NO3	NA	HNHHAOUUFVYDEW-UHFFFAOYNA-N	CCCCCCCCNC(O)CCC1=CC(OC)=C(O)C=C1	530	True	True	False	100	null	null	null	99.7	284.5266	309.91681:78793 309.92624:13334 309.93958:18546 310.03943:82498 310.06296:11328 310.23547:35932 310.92474:85097 311.91809:8661 311.93213:17863 312.91592:17098 313.1431:20695 313.17581:20498	
177	w/o MS2:NCGC00380585-01!(E)-3-[1-[(E)-but-2-en-2-yl]-9-hydroxy-10-(hydroxymethyl)-3-methoxy-4-methyl-6-oxobenzo[b][1,4]benzodioxepin-7-yl]but-2-enoic acid	935	5.303071	5.703619	5.973378	479.1034	6436.1376953125	107116.9453125	null	[M+H]+	M + 0		null	479.11029	C24H24O8	Depsides and depsidones	NTOXIMPFEPXTTB-UHFFFAOYSA-N	COC1=C(C)C2=C(OC3=C(C(=CC(O)=C3CO)C(C)=CC(O)=O)C(=O)O2)C(=C1)C(C)=CC	530	True	True	False	null	null	null	null	78.7	128.7228	479.10336:7670 480.10049:14580	
178	Unknown	946	5.568946	5.771103	6.039841	177.9808	758783.9375	20793920	null	[M+H]+	M + 0	found in higher mz's MsMs_180	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1111.846	177.95161:10287 177.98077:743347 177.98628:57962 178.00208:13522 178.12268:23914 178.15927:6343 178.95961:10479 178.9769:8636 178.98041:33203 178.98431:17363 178.99419:21983 179.03529:215374 179.95763:19940 179.97826:115209 180.2767:6172 180.97836:69985 180.98187:6186 180.99384:9234 181.01456:13027 181.02846:118469 181.0334:83892 181.97815:31755 182.03174:11865 182.03659:7980 182.07755:21974 182.16512:18117 182.19026:11615	
179	w/o MS2:C10H11NO3; PlaSMA ID-596	946	5.436427	5.771103	6.171224	194.0846	74924.8125	2938910	null	[M+H]+	M + 0		3.52	194.0813	C10H11NO3	NA			530	True	True	False	100	null	null	null	94.6	379.3291	193.98593:270240 193.99591:10086 194.00993:34089 194.01447:7485 194.08464:77163 194.1176:38137 194.13705:9638 194.98891:8821 194.99368:20321 195.00717:20933 195.02879:16377 195.12267:15657 195.98935:9128 196.16957:42914 196.18091:9984 197.51518:8356 198.95113:34389 199.00127:3364911 199.03905:24618	57.07865:684 58.18958:787 58.72451:791 59.42456:757 60.06147:816 60.85834:761 64.81218:869 66.75278:769 72.08141:9790 72.80485:942 75.30051:800 77.37943:768 90.98316:6279 91.96722:851 97.85926:759 102.59164:917 106.81259:770 108.99347:1983 117.65603:738 117.71635:834 123.0112:2483 123.48305:864 125.53383:905 134.97256:13163 135.04424:1106 135.95657:4946 140.25058:863 144.49303:886 147.0804:2490 149.05984:1499 152.98312:42856 153.96715:30202 165.10207:1059 166.14206:966 170.99355:1887 171.97755:4627 175.99915:4674 176.98329:1587 194.0847:12047 194.11768:2644 194.12888:1651 194.96985:1646
180	Unknown	946	5.568946	5.771103	6.713352	202.9942	200889.625	11156871	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2233.327	202.97368:40997 202.99419:231294 203.01218:15526 203.03244:87832 203.97115:13699 203.99757:16833 204.01614:11415 204.03081:14518 204.99416:57097 205.00363:26266 205.01413:7005 205.02797:21402 205.04828:106150 205.08612:18874 206.04611:15958 206.05162:7574 206.98235:6930 206.99203:11253 207.04359:45088 207.04874:7095 207.12387:22277	52.48144:1006 56.30875:949 56.40416:766 61.59978:761 64.56014:701 68.03678:854 75.82761:928 79.20184:925 83.4358:1277 99.78847:746 102.44176:750 104.22295:962 106.67934:830 109.69431:756 114.85826:896 115.95448:1690 119.99575:2032 120.96528:6111 133.9648:7628 135.98851:4026 145.9912:1005 146.40642:816 151.97527:1988 151.98546:1171 156.75098:870 156.96237:2593 158.98286:1251 159.00645:2590 159.60846:787 161.02213:4950 161.96799:2013 164.06139:810 172.98569:1006 173.99341:1453 175.00127:1306 175.98523:1417 175.98917:1678 176.00919:2362 177.53441:895 178.00092:2555 179.04176:817 179.95767:949 179.97832:15513 180.01663:3820 191.52911:836 191.89481:874 195.49327:744 200.06853:849 201.0168:4443 202.99469:1468 203.01244:902 203.03262:8138 203.08008:1408 203.12958:1067 203.15443:1450 203.18358:2308
181	Unknown	946	5.368855	5.771103	6.308693	257.8998	20504.451171875	917087.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	161.0899	257.89984:24804 258.00177:63784 258.89795:15225 258.96011:20622 258.99939:45846 259.0123:8259 259.89554:8852 261.12115:9075	
182	Unknown	968	5.703619	5.904294	7.059215	114.9829	137005.203125	8062574.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1498.536	114.95652:9654 114.98045:24264 114.98293:139188 115.08693:14042 115.1233:73198 115.95441:105167 115.96438:16413 115.98061:25464 116.07083:14542 116.10733:31553 116.14389:11406 116.25053:7273 116.94814:97622 116.96225:55137 116.9722:289948 116.98623:98933 117.65862:12229 117.94604:114993 117.97004:96660 118.08654:277327 118.12292:171662 118.94363:36117 118.96068:6662 118.96761:112630 119.01919:28445 119.08989:24287 119.12624:10788	51.49433:754 51.5923:756 54.23397:685 54.89294:754 55.055:1308 55.09917:796 57.93553:2064 58.0646:756 58.06583:1668 58.93332:7848 63.39931:682 69.03121:689 69.03235:832 69.96417:699 70.06577:1328 72.08141:7023 73.95673:8184 74.92815:2362 83.43672:832 84.88758:835 88.00791:1009 90.3553:703 91.96463:1795 91.96718:7904 97.07651:1408 104.2234:899 108.60165:870 109.97759:3213 114.98316:797 115.08686:3084 115.12322:1889 117.96758:1535 117.96996:4366 118.11613:781 119.87114:773 129.77444:808 131.68158:963
183	Unknown	968	5.703619	5.904294	6.713352	126.9678	40452.7265625	1758851.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	522.596	126.96764:51108 126.99889:11048 127.08671:9729 127.12318:45521 128.07085:9199 128.10716:15803 128.96307:21255 129.10254:19124 129.13876:91399 130.08644:11322 130.1228:15634 130.15923:90541 131.11806:14453 131.15442:11253 131.16269:11676	
184	Unknown	968	5.436427	5.904294	6.171224	165.9654	38566.546875	1534284.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	171.7474	165.96542:39586 166.05122:111838 166.05484:29732 167.04851:132164 167.05489:14208 167.15437:100093 167.96419:20884 168.02544:21868 168.0692:42107 168.15778:10294 169.13359:12330 169.96666:13307 170.12894:19755	
185	Unknown	968	5.303071	5.904294	6.171224	186.2217	41002.76953125	1803261.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	264.5809	186.03616:14214 186.06136:30924 186.1237:45653 186.22173:49224 186.99335:27709 187.12659:58057 187.97716:15922 188.1295:13022 190.00061:11868 190.10744:41589 191.1545:16922	
186	Unknown	979	5.568946	5.973378	6.784112	113.9852	78108.7578125	4285101	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	960.413	113.51858:7053 113.98518:77128 114.05519:8305 114.09173:116256 114.11105:15588 114.128:10170 114.95665:8631 114.98071:10273 114.98301:127390 115.08695:19219 115.12332:65452 115.95443:70861 115.96441:10450 115.97837:9779 115.98061:38222 116.07092:13655 116.10723:36851 116.14367:10256 116.94812:81621 116.9621:32980 116.97224:298631 116.98618:89056 117.946:101733 117.97009:91416 118.08656:285435 118.08897:11178 118.12297:183557 118.94355:35188 118.96764:90901	
187	Unknown	979	5.771103	5.973378	6.713352	117.946	98249.84375	4210723	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1184.505	117.946:101733 117.97009:91416 118.08656:285435 118.08897:11178 118.12297:183557 118.94355:35188 118.96764:90901 119.0193:14091 119.08989:16950 119.12624:15046 120.06575:22049 120.96516:14455 121.63452:6524 121.96637:20165 122.09667:21154	56.94083:767 58.06581:16884 58.0666:922 58.93336:1862 59.07363:22039 59.07446:1457 62.86391:668 65.78324:748 66.67389:833 72.08141:10431 72.29598:731 73.95674:2387 74.09706:4815 75.93607:3896 80.3854:780 83.43958:908 84.06183:762 86.61875:851 88.35407:857 89.04222:852 91.96712:2202 93.94634:2150 96.25365:737 100.11252:16003 111.78264:897 111.95684:3758 118.08655:90769 118.12289:23608 119.64286:875 126.25292:728 131.58664:709 133.87389:972
188	w/o MS2:N-Butylbenzenesulfonamide	979	5.771103	5.973378	7.264363	214.0909	350610.59375	20186634	null	[M+H]+	M + 0		null	214.08963	C10H15NO2S	Benzenesulfonamides	IPRJXAGUEGOFGG-UHFFFAOYSA-N	CCCCNS(C1=CC=CC=C1)(=O)=O	530	True	True	False	null	null	null	null	99.2	4696.451	214.0909:350883 214.09883:52635 215.07707:9052 215.09448:28041 216.02779:145417 217.01181:16316 217.0258:49881 217.10672:24351 217.95963:8803 218.00986:49436 218.02315:54860 219.00519:13099 219.02916:12274	
189	w/o MS2:Pesticide1_Vamidothion_C8H18NO4PS2_Phosphorothioic acid, O,O-dimethyl S-[2-[[1-methyl-2-(methylamino)-2-oxoethyl]thio]ethyl] ester	979	5.771103	5.973378	6.987002	310.0394	90568.1796875	4076316.25	null	[M+H]+	M + 0		null	310.0307	C8H18NO4PS2	Secondary carboxylic acid amides	LESVOLZBIFDZGS-UHFFFAOYNA-N	COP(=O)(OC)SCCSC(C)C(O)=NC	530	True	True	False	null	null	null	null	68.7	1459.877	309.91675:74343 309.94028:29542 310.03937:98505 310.06314:18259 310.23529:22519 310.92444:91589 311.91885:12482 311.93057:11126 312.91583:9235 313.14334:32672 313.1759:27186 314.14661:8325	59.71588:905 62.2326:935 63.30593:903 64.15775:780 65.29873:841 67.86583:810 72.40862:858 75.30167:1042 82.83235:836 83.43684:1085 83.45874:1011 83.75238:862 84.08132:4544 85.3831:891 89.96001:879 92.96526:841 94.87524:786 104.87904:878 106.79546:909 107.98026:868 114.17903:811 130.66426:850 148.73549:914 159.97989:899 162.05363:970 165.36174:892 169.34999:878 173.13995:909 175.97449:996 183.85605:939 192.95067:846 193.42276:812 193.97699:907 204.8951:2377 218.85245:2192 218.85896:3070 221.89792:2265 224.0262:1768 226.90291:1053 229.79462:817 242.03673:2310 242.99698:11714 244.91399:1087 245.89795:34493 246.90591:5700 257.01245:1036 261.0072:2121 262.67014:943 263.90799:1272 268.05264:2062 268.9137:2758 269.89798:1012 286.90036:2394 286.92404:2548 287.02307:27725 287.90836:8504 288.91602:2268 310.03934:2007 310.23508:5449
190	w/o MS2:NCGC00380891-01_C24H30O5_2,4-Octadienoic acid, 6-methyl-, (1R,2S,7R,8aR)-7-(1-formylethenyl)-1,2,6,7,8,8a-hexahydro-7-hydroxy-1,8a-dimethyl-6-oxo-2-naphthalenyl ester, (2E,4E,6R)-	979	5.703619	5.973378	6.242664	421.1998	13352.7255859375	307867.625	null	[M+H]+	M + 0		null	421.19855	C24H30O5	Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids	GIUVFWDLNFDKHT-UHFFFAOYNA-N	CCC(C)C=CC=CC(=O)OC1C=CC2=CC(=O)C(O)(CC2(C)C1C)C(=C)C=O	530	True	True	False	null	null	null	null	99.2	160.3543	421.1998:14514 423.18271:65662	
191	Morpholine	990	5.838588	6.039841	7.059215	88.07624	208208.09375	11013317	null	[M+H]+	M + 0		null	88.07569	C4H9NO	Morpholines	YNAVUWVOSKDBBP-UHFFFAOYSA-N	C1COCCN1	430	True	True	True	null	63.4	79.7	100	83.2	2247.228	87.59965:5638 88.02972:5487 88.07624:202564 88.09554:13519 88.11263:27022 89.0603:9704 89.07958:9878 89.97804:5902 90.09187:30225 90.98318:8654 91.05474:19250 92.03739:26139 92.96505:6469	50.14094:853 51.23959:856 51.91216:734 53.03934:1157 58.06582:2239 58.74429:751 60.04508:1184 63.52472:835 69.03237:792 70.06579:28050 71.0498:2654 71.0526:721 71.06911:2611 71.21478:826 72.96513:717 75.18165:661 80.38292:656 81.60123:675 88.07466:1043 88.07624:19297 88.07758:722 88.09557:3758 88.11266:7591 94.16035:805 100.07894:728 104.21378:838
192	w/o MS2:Unknown (carbon number 6); PlaSMA ID-45	990	5.838588	6.039841	6.242664	114.0917	111565.890625	2631825.25	null	[M+H]+	M + 0		2.91	114.0929	C6H11NO	NA			530	True	True	False	100	null	null	null	99.3	142.6711	113.98515:73713 114.09169:107781 114.11095:8248 114.12811:11230 114.98067:6914 114.98298:118975 115.08695:14843 115.09502:8919 115.12334:63562 115.95439:82760 115.98057:21108 115.98827:6083 116.07098:8500 116.10732:29507 116.14378:16913 116.94818:73163 116.96232:38021 116.97223:280475 116.98619:75014 117.65944:6235 117.94603:97526 117.97006:72618 117.97528:6678 117.98384:6218 118.08656:260056 118.12294:180947 118.94377:23177 118.9676:114112 119.01923:20117 119.08999:10806	
193	Unknown	990	5.838588	6.039841	7.125402	118.9676	109580.2265625	6027317	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1128.406	118.94377:23177 118.9676:114112 119.01923:20117 119.08999:10806 119.12616:13858 120.08097:9128 120.96519:15629 120.98238:7920 121.96632:21297 122.08149:7081 122.09673:13749 123.09191:8908 123.96459:9445	52.97176:760 56.61523:861 57.10617:712 57.54283:812 60.07692:953 62.37234:791 67.51446:1006 77.39973:711 78.88277:789 80.44485:685 81.4558:883 85.10069:697 86.78101:911 87.94701:731 88.26457:749 92.96852:813 94.68694:749 102.77966:742 119.08997:4393 119.1263:1311 119.95496:713 124.02382:932 126.14894:815
194	Unknown	990	5.838588	6.039841	6.374629	186.1236	45077.3203125	1333978.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	147.6131	186.04347:8102 186.06122:20285 186.12373:41911 186.22162:41790 186.99272:14946 186.99565:17525 187.12256:8268 187.12659:82732 187.97705:13508 188.12932:8043 190.00102:9107 190.05089:17369 190.10741:34135	
195	Unknown	990	5.771103	6.039841	6.987002	194.9938	46074.98828125	1855741.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	886.0436	194.98907:6777 194.99411:35743 195.00722:21564 195.02887:15804 195.08832:7992 195.11292:9262 195.12263:19081 196.16962:28059 198.95139:33482 199.0013:2819534 199.03908:19455 199.16972:10157 199.18059:18363 199.94917:49644	
196	Unknown	990	5.771103	6.039841	6.987002	194.9941	46074.98828125	1855741.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	886.0436	194.98907:6777 194.99411:35743 195.00722:21564 195.02887:15804 195.08832:7992 195.11292:9262 195.12263:19081 196.16962:28059 198.95139:33482 199.0013:2819534 199.03908:19455 199.16972:10157 199.18059:18363 199.94917:49644	
197	w/o MS2:Hexylamine; LC-ESI-QTOF; MS2; CE	1001	5.703619	6.105505	7.264363	102.1281	42301.94140625	2321925.5	null	[M+H]+	M + 0		null	102.12772	C6H15N	Monoalkylamines	BMVXCPBXGZKUPN-UHFFFAOYSA-N	CCCCCCN	530	True	True	False	null	null	null	null	99.9	673.1898	101.95026:8449 102.00951:6798 102.09174:27644 102.12806:33567 102.95479:6597 102.96863:17664 103.00629:15015 103.95594:42755 104.04398:6797 104.07104:276136 104.10735:7502 104.99273:121223 105.07436:12116 105.95415:8717 106.08661:36646	
198	w/o MS2:7-Acetoxycoumarin	1001	5.904294	6.105505	6.308693	205.0482	110489.8359375	2592347.5	null	[M+H]+	M + 0		null	205.04953	C11H8O4	Coumarins and derivatives	MGZOXZPZHVOXQB-UHFFFAOYSA-N	CC(=O)OC1=CC2=C(C=CC(=O)O2)C=C1	530	True	True	False	null	null	null	null	99.1	163.7509	204.99422:33684 205.00385:25467 205.01465:10205 205.02794:16244 205.0482:133238 205.08615:19217 205.50529:6356 206.02715:8688 206.0459:19572 206.05144:9373 206.99243:7732 207.04382:41780 207.12381:16461 208.18039:9879 209.15408:7842	51.48785:968 54.82934:820 61.54129:699 64.16644:995 66.89676:751 68.29909:785 68.88794:805 73.83483:849 74.64128:770 82.61201:784 85.14916:764 91.27126:903 96.20077:754 98.35143:990 104.16809:807 104.21976:922 110.18841:768 112.29169:774 115.04677:789 115.05551:864 116.66424:736 117.65771:763 119.91999:806 121.01304:838 121.02895:980 122.96471:2171 128.96439:768 132.99075:1395 135.00647:1656 137.98793:1088 140.99574:1991 143.01143:1343 143.25536:896 143.46886:787 145.02711:2388 149.02342:6738 153.10126:811 161.00174:1149 161.02213:1064 161.0582:1806 163.00407:965 163.03755:5082 164.04549:1613 178.00436:1240 178.0247:9979 178.22336:871 179.06874:3802 181.97806:3230 182.01184:1744 188.02188:1535 189.06442:1039 201.88911:742 203.01254:1556 205.02803:3160 205.04819:33394 205.16972:1278 220.01564:2778
199	w/o MS2:Nafadotride	1001	5.904294	6.105505	6.308693	366.2104	7002.3798828125	125322.078125	null	[M+H]+	M + 0		null	366.21759	C22H27N3O2	Naphthalenecarboxamides	IDZASIQMRGPBCQ-UHFFFAOYNA-N	N#CC1=CC(C(O)=NCC2N(CCCC)CCC2)=C(OC)C=3C=CC=CC13	530	True	True	False	null	null	null	null	77	65.61497	366.21036:9000 370.90057:10962	
200	w/o MS2:Raltegravir (MK-0518)	1001	5.703619	6.105505	6.784112	445.166	42551.84765625	2109753	null	[M+H]+	M + 0		null	445.16302	C20H21FN6O5	Pyrimidinecarboxylic acids and derivatives	CZFFBEXEKNGXKS-UHFFFAOYSA-N	CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1	530	True	True	False	null	null	null	null	95.7	622.0097	445.16537:46574 446.16983:7808	
201	w/o MS2:Butylamine	1012	5.838588	6.171224	7.059215	74.09711	260160.71875	13349804	null	[M+H]+	M + 0		null	74.09643	C4H11N	Monoalkylamines	HQABUPZFAYXKJW-UHFFFAOYSA-N	CCCCN	530	True	True	False	null	null	null	null	99.8	3150.439	74.06071:19088 74.09711:324584 74.212:6252 75.10043:19118 75.3026:7997 75.30376:6809	52.08895:845 56.05018:1729 56.07935:682 58.06583:6403 58.93333:3472 59.07365:5685 60.5404:805 60.76668:725 60.88866:716 63.24098:768 63.42613:787 65.73197:777 68.74088:729 71.84669:759 74.06064:6507 74.09708:179014 83.43349:847 83.74768:675
202	Unknown	1012	5.838588	6.171224	7.059215	118.123	186542.59375	10836207	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1814.254	117.66132:7453 117.94609:69844 117.97005:74441 118.08659:294159 118.12081:13507 118.12298:197236 118.94375:25330 118.96551:6559 118.96765:78198 119.01926:19814 119.09002:15960 119.09251:5986 119.12624:15490 120.0659:15977 120.08122:9299 120.98235:13696 121.96645:28868 122.09661:29408 123.09187:14027 123.10006:16238	51.26894:799 52.29318:773 55.26979:795 58.06583:17152 58.9333:1447 59.07364:21241 60.31399:852 61.39382:690 62.515:726 70.97088:783 72.08142:10872 73.54177:740 73.95673:2999 74.09708:3590 75.936:3917 81.86242:773 87.73615:759 91.96724:1886 93.94643:2154 100.11253:19165 104.22275:928 108.79704:708 111.95681:3465 112.26167:721 117.65854:728 118.06883:1018 118.08657:73894 118.12294:19453 118.31066:712 129.07898:788
203	Unknown	1012	5.838588	6.171224	7.059215	139.1231	140898.359375	7785018.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1680.414	138.99313:8035 139.12311:158194 139.98802:487762 140.00201:617374 140.06845:7227 140.1265:18879 140.14334:13060 140.98277:9134 140.98587:167085 140.99126:25014 141.00536:30137 141.05095:25325 141.06577:6501 141.13875:24149 141.98047:12175 141.98349:191057 142.03506:1040613 142.08633:15774 142.12263:12491 142.15913:8730 142.65634:6765 142.97655:11398 143.03046:17074 143.03581:131199 143.0385:30796 143.10664:6884 143.15431:29999 143.98106:24689 143.99481:8258 144.03261:145512 144.03917:11918	52.84703:645 54.49433:733 56.05012:860 61.55256:669 62.70743:665 65.86336:731 67.93495:841 68.07684:756 68.38176:730 70.06575:2582 71.24408:730 71.9899:977 74.01225:775 74.34466:812 77.87122:826 79.92794:707 82.55371:759 85.0826:727 86.2624:1108 92.30842:761 94.0656:812 96.94268:682 97.07642:888 98.09693:5487 105.47945:795 106.54437:794 111.09195:4520 112.40838:708 116.9722:2311 116.98622:1269 122.09669:1383 126.0258:1022 134.99655:939 135.02956:798 139.08678:882
204	Unknown	1012	5.838588	6.171224	6.374629	167.1544	158676.84375	4060701.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1325.944	166.97502:32399 167.0486:140795 167.15442:231613 167.96429:13974 168.02562:19458 168.05188:13895 168.069:64304 168.15781:16417 169.09717:10024 169.13388:8046 169.1701:12802 170.12878:12282 171.07619:9707 171.1129:722980 171.14925:129671 171.1857:15911 172.10991:7484 172.11632:69181 172.13344:54776 172.15277:21145	50.31367:761 53.39751:791 54.67987:783 58.21815:789 59.45397:778 59.72592:733 62.60495:791 65.0387:841 66.27165:688 70.95766:1083 101.36559:743 102.51221:757 103.00631:1006 104.22507:846 105.55311:773 110.65205:779 117.65948:1074 119.73105:766 121.01678:4901 134.97247:1171 139.02702:4043 139.12328:1020 144.03258:9056 144.15237:740 144.99072:911 153.67757:809 153.77275:829 162.04321:5374 167.118:1351 167.15439:43134 168.28976:774
