PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
187	Gabapentin; LC-ESI-ITFT; MS2; CE	264	1.265282	1.602895	2.145408	172.1333	508412.3125	10706822	null	[M+H]+	M + 0	similar chromatogram in higher mz_192; similar chromatogram in higher mz_198; similar chromatogram in higher mz_208; similar chromatogram in higher mz_212	null	172.13321	C9H17NO2	Gamma amino acids and derivatives	UGJMXCAKCUNAIE-UHFFFAOYSA-N	NCC1(CC(O)=O)CCCCC1	430	True	True	True	null	38.5	74.3	100	73.8	9675.139	172.10962:12482 172.11244:10712 172.11621:260937 172.13327:650188 172.15262:16845 172.16966:129228 173.10744:10222 173.11731:16279 173.13013:6513 173.13663:63766 173.16475:11033 173.17311:15105 174.09172:7774 174.12801:11619 174.14903:16787 174.16006:44686 174.18521:7507 175.11205:4818 175.12302:5720 175.1331:5759 175.98531:14756 176.03548:20670 176.10719:14294 176.11852:6424 176.13957:8803 176.14336:10681 176.98303:8224 177.05499:5999 177.11296:5702	51.95646:750 54.98567:876 55.38206:804 55.63864:755 57.03423:1979 57.07059:16878 60.04509:2880 61.46503:768 62.6097:828 65.21806:890 69.03415:835 70.06577:1675 71.86989:766 72.04498:1365 82.4413:914 84.72979:901 85.02899:29923 86.09687:829 90.05534:901 92.9595:856 93.20102:842 98.06051:8272 113.06006:16097 113.70498:823 114.09164:936 115.09506:3014 116.07095:61907 116.10733:4874 116.56048:805 116.82064:744 120.45915:878 122.29593:818 126.09171:1775 126.11087:2564 126.49454:819 127.09493:3312 129.77168:781 130.15924:5459 131.41568:896 131.98128:850 134.74843:894 142.08647:797 143.08978:4009 154.08638:776 154.10559:1979 155.08977:3905 162.02716:835 172.09651:1476 172.11214:2160 172.11615:28221 172.13329:22146 172.15257:1577 172.16963:30477 172.1808:1032 174.1837:966
188	Unknown	264	1.265282	1.602895	1.87366	173.1366	53433.53125	996064.9375	null	[M+H]+	M + 1	isotope of 187	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1052.106	173.10744:10222 173.11731:16279 173.13013:6513 173.13663:63766 173.16475:11033 173.17311:15105 174.09172:7774 174.12801:11619 174.14903:16787 174.16006:44686 174.18521:7507 175.11205:4818 175.12302:5720 175.1331:5759 175.98531:14756 176.03548:20670 176.10719:14294 176.11852:6424 176.13957:8803 176.14336:10681 176.98303:8224 177.05499:5999 177.11296:5702 177.13885:52174 177.98051:10866 178.1227:85143	
189	Unknown	264	1.330566	1.602895	1.87366	175.1331	10049.62109375	225759.8125	null	[M+H]+	M + 0	adduct linked to 193_[M+Na]+; adduct linked to 194_[M+Na]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	183.6608	175.11205:4818 175.12302:5720 175.1331:5759 175.98531:14756 176.03548:20670 176.10719:14294 176.11852:6424 176.13957:8803 176.14336:10681 176.98303:8224 177.05499:5999 177.11296:5702 177.13885:52174 177.98051:10866 178.1227:85143 178.14215:7827 178.15926:8828 179.03534:10930 179.07022:5120 179.10674:14328 179.1181:26850 179.12672:10520 179.1438:4467 179.15428:16730 179.9789:6217 180.10201:47138 180.11359:9698	
190	w/o MS2:Unknown (carbon number 9); PlaSMA ID-511	264	1.330566	1.602895	1.803312	182.0848	45656.703125	902665.75	null	[M+H]+	M + 0		1.63	182.08189	C9H11NO3	NA			530	True	True	False	100	null	null	null	95.9	687.7484	182.08463:49447 182.11781:16514 182.12926:7685 182.15379:5957 182.16536:9653 182.19048:145346 182.94908:13966 183.07762:7382 183.10175:64759 183.13809:20603 183.14944:17113 183.17407:5944 183.18582:9796 183.19385:14783 184.00166:5661 184.07367:6093 184.09738:5822 184.11218:6022 184.13313:22811 184.16977:14829 184.18115:26148 184.20584:6202 184.98584:7039 185.08122:5339 185.11482:147439 185.12849:25195 185.15338:5079 185.16486:23396 186.0583:33155 186.09137:29781 186.11273:16179 186.12378:50862 186.1492:15944 186.18532:11106 186.19666:10567 186.22173:144054 186.99574:29926 187.0621:5702	
191	w/o MS2:Unknown (carbon number 10); PlaSMA ID-523	264	1.265282	1.602895	2.548659	185.1148	82462.625	1272874.75	null	[M+Na]+	M + 0	adduct linked to 184_[M+H]+; similar chromatogram in higher mz_204	5.46	185.1185	C10H16O3	NA			530	True	True	False	99.9	null	null	null	93.5	1649.253	184.98584:7039 185.08122:5339 185.11482:147439 185.12849:25195 185.15338:5079 185.16486:23396 186.0583:33155 186.09137:29781 186.11273:16179 186.12378:50862 186.1492:15944 186.18532:11106 186.19666:10567 186.22173:144054 186.99574:29926 187.0621:5702 187.09583:7403 187.10779:13020 187.12259:7630 187.12662:64454 187.22514:11720 187.68137:5546 188.10718:17002 188.1283:80378 188.14369:6479 188.16487:5174 189.11368:7085 189.13145:7123 189.13889:14832 190.05096:207075 190.10754:30529	53.51251:838 57.07062:1064 58.07721:830 60.91122:698 62.96262:897 63.20374:708 63.35462:704 67.55674:714 71.53193:802 72.08143:1800 73.81796:808 74.53825:731 90.93826:807 91.74268:798 110.40545:828 113.53922:774 114.09162:1222 123.84756:963 142.6006:701 146.30696:758 149.7314:922 172.71899:908 178.21866:1027 179.68906:782 185.11508:1975 185.12852:3135 185.15312:823
192	Unknown	264	1.19928	1.602895	2.279258	188.1283	60506.4921875	1294764.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1157.445	187.68137:5546 188.10718:17002 188.1283:80378 188.14369:6479 188.16487:5174 189.11368:7085 189.13145:7123 189.13889:14832 190.05096:207075 190.10754:30529 190.12286:7281 190.15933:6859 191.05411:9351 191.06781:13213 191.10667:9001 191.12839:5995 191.14305:7599 191.15443:35600 191.17957:22423 192.04649:7031 192.10237:6622 192.13837:74758 192.17465:8410 193.00195:10725 193.09505:42631 193.12238:20608	
193	w/o MS2:NCGC00385365-01_C11H16O3_2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-6-hydroxy-4,4,7a-trimethyl-, (6S,7aR)-	264	0.9925612	1.602895	2.074373	197.1173	16398.197265625	365384.4375	null	[M+Na]+	M + 0	adduct linked to 189_[M+H]+	null	197.11722	C11H16O3	Benzofurans	XEVQXKKKAVVSMW-UHFFFAOYNA-N	CC12CC(O)CC(C)(C)C1=CC(=O)O2	530	True	True	False	null	null	null	null	100	327.964	197.11728:19389 197.12805:12479 197.15388:13626 197.16502:19251 197.17296:10381 197.19035:5399 197.2014:7114 198.11255:15327 198.14879:24816 198.18533:85055 199.00145:51550 199.09404:7075 199.1077:5431 199.13318:5329 199.1694:24200 199.18051:32009 199.1886:7203 199.21706:5186 199.99913:12873 200.12798:27501 200.16452:18402 200.20082:8161 200.23746:8053 200.99664:20736 201.11246:9160 201.13885:6798 201.14893:6264 202.08673:5132 202.10767:11219	
194	w/o MS2:Unknown (carbon number 11); PlaSMA ID-631	264	0.7253858	1.602895	2.145408	197.1175	16398.197265625	365384.4375	null	[M+Na]+	M + 0	adduct linked to 189_[M+H]+	4.22	197.11771	C11H16O3	NA			530	True	True	False	100	null	null	null	100	327.964	197.11728:19389 197.12805:12479 197.15388:13626 197.16502:19251 197.17296:10381 197.19035:5399 197.2014:7114 198.11255:15327 198.14879:24816 198.18533:85055 199.00145:51550 199.09404:7075 199.1077:5431 199.13318:5329 199.1694:24200 199.18051:32009 199.1886:7203 199.21706:5186 199.99913:12873 200.12798:27501 200.16452:18402 200.20082:8161 200.23746:8053 200.99664:20736 201.11246:9160 201.13885:6798 201.14893:6264 202.08673:5132 202.10767:11219	
195	w/o MS2:Ecgonine methylester	264	1.265282	1.602895	2.005996	200.128	23292.16015625	688261	null	[M+H]+	M + 0		null	200.12811	C10H17NO3	Tropane alkaloids	QIQNNBXHAYSQRY-UHFFFAOYNA-N	O=C(OC)C1C(O)CC2N(C)C1CC2	530	True	True	False	null	null	null	null	100	354.2928	199.99913:12873 200.12798:27501 200.16452:18402 200.20082:8161 200.23746:8053 200.99664:20736 201.11246:9160 201.13885:6798 201.14893:6264 202.08673:5132 202.10767:11219 202.14377:10764 202.18025:237303 202.21658:10816 203.1548:6830 203.18378:28090 204.06665:126533 204.10211:18093 204.12318:8516 204.17471:6212 204.72876:5841 205.08652:36589 205.12244:7217	
196	Unknown	264	1.330566	1.602895	2.074373	206.1904	9657.4619140625	187277.125	null	[M+H]+	M + 0	adduct linked to 199_[M+Na]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	193.1492	206.02493:41346 206.06248:10599 206.11761:5490 206.12943:5530 206.15427:11543 206.16551:4976 206.1904:13580 207.1241:46347 207.13817:11422 207.1591:63152 207.18561:8376 208.00113:5104 208.1333:13218 208.16277:5993 208.1698:13481 208.18102:20528 209.11739:222254 209.12868:13888 209.15379:27855 209.18457:4807 209.19016:19280 209.20108:6871 210.11232:9538 210.12086:20847 210.14888:11426 210.19685:24111 211.09685:48989 211.13318:25109 211.14415:21238 211.16956:14601 211.18025:25105	
197	w/o MS2:NCGC00381260-01!N-(9-oxodecyl)acetamide	264	1.265282	1.602895	2.005996	214.1799	28478.189453125	701597.6875	null	[M+H]+	M + 0		null	214.18016	C12H23NO2	Acetamides	JRJBWKJICGFLDP-UHFFFAOYSA-N	CC(=O)CCCCCCCCN=C(C)O	530	True	True	False	null	null	null	null	100	500.6736	214.09099:319586 214.09891:51929 214.10774:7167 214.14342:5818 214.18004:38874 214.25299:17894 215.09439:17503 215.12845:26857 216.06648:16347 216.1385:9901 216.15988:5937 217.10739:43352 217.17029:6236 218.08212:12075 219.13783:8634	
198	w/o MS2:NCGC00385536-01!(2E,4E)-N-(1,3-dihydroxy-3-methylpentan-2-yl)-2-methylhexa-2,4-dienamide	264	0.7913526	1.602895	2.548659	224.1644	8224.5986328125	205779.25	null	[M+H]+	M + 0		null	224.16451	C13H23NO3	Tertiary alcohols	PHCDULUANYZTRK-UHFFFAOYNA-N	CCC(C)(O)C(CO)N=C(O)C(C)=CC=CC	530	True	True	False	null	null	null	null	100	164.492	223.72243:10376 224.06322:5908 224.12825:11276 224.14943:5414 224.16443:12131 224.18544:5735 224.20125:6165 225.11128:9508 225.12292:7286 225.14841:13580 225.18481:7204 225.19646:13561 225.20746:139151 226.01208:12607 226.12225:31157 226.18054:36449 226.21065:8676 227.12767:26199 227.13905:15231 227.16431:12061 227.17551:16745 227.20081:14020 227.21173:8119 228.00719:7546 228.12305:32095 228.15921:9136 228.19598:93136 228.23245:26858 229.1411:38616	
199	Unknown	264	1.265282	1.602895	1.938431	228.196	89540.8203125	2463880.25	null	[M+Na]+	M + 0	adduct linked to 196_[M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1151.167	228.00719:7546 228.12305:32095 228.15921:9136 228.19598:93136 228.23245:26858 229.1411:38616 229.17992:6470 229.19934:11787 230.13968:21134 230.17497:6152 230.21167:6519 230.24808:21354 231.09947:16788 232.11821:7954 232.15443:24286 232.20638:5159 233.17499:6079	
200	Unknown	264	1.265282	1.602895	1.803312	230.1399	21678.0234375	620412.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	133.6628	230.13968:21134 230.17497:6152 230.21167:6519 230.24808:21354 231.09947:16788 232.11821:7954 232.15443:24286 232.20638:5159 233.17499:6079 233.20146:14875 234.07718:286961 234.13416:9805 234.18535:16970 235.08095:26477	
201	w/o MS2:Unknown (carbon number 12); PlaSMA ID-996	264	1.128774	1.602895	1.803312	242.1385	5137.7294921875	115899.84375	null	[M+H]+	M + 0		6.28	242.1389	C12H19NO4	NA			530	True	True	False	99.9	null	null	null	99.9	80.27018	242.1385:10372 242.17503:10022 242.21153:6307 242.28412:11899 243.12254:12111 243.17064:5748 243.19548:6404 244.11827:5648 244.13339:6576 244.15456:9020 244.19095:14425 244.20619:10553 244.22729:8055 245.20148:6929 246.13429:6568 246.1489:209957 246.22198:5671 246.24316:9759	
202	w/o MS2:Unknown (carbon number 14); PlaSMA ID-1061	264	1.265282	1.602895	2.005996	251.1854	82355.328125	1572800.5	null	[M+H]+	M + 0	adduct linked to 205_[M+Na]+	2.39	251.17641	C14H22N2O2	NA			530	True	True	False	100	null	null	null	66.8	1545.755	251.0471:5503 251.0544:8220 251.12581:11602 251.16432:7817 251.18539:116663 251.20081:9930 252.04807:5505 252.13771:20250 252.18877:16969 252.19569:6636 253.14149:7369 253.17938:5927 253.21622:10619 253.23903:7540 254.13919:5817 254.175:7490 254.21141:37973 254.24855:6231 255.12274:6499 255.15875:10798 255.19556:8209 255.2321:6950	51.24036:846 57.03422:1484 57.87799:831 58.80288:790 59.04984:15226 59.40475:750 60.1901:950 60.701:823 62.02507:790 62.22934:1032 67.38338:850 72.2277:747 73.99224:720 75.4808:802 88.89578:902 90.45331:857 91.11588:753 92.27435:1003 92.5083:845 102.02265:811 104.21817:1191 104.22139:800 107.27357:845 115.13795:939 117.09127:2381 121.85947:867 123.31491:871 155.27946:850 174.14531:790 178.21794:946 183.12439:739 190.48418:845 215.99052:4840 215.99719:3147 233.11714:1101 243.32214:875 250.98781:949 251.04683:1648 251.12534:934 251.1389:2366
203	w/o MS2:SPI_256.2273_14.6	264	0.9925612	1.602895	2.005996	256.2274	4843.17236328125	69428.3125	null	[M+H]+	M + 0		null	256.22711	C15H29NO2	Ketals	AUYSPPNVFQBFHX-UHFFFAOYNA-N	CCNCC1COC2(CCC(CC2)C(C)(C)C)O1	530	True	True	False	null	null	null	null	100	96.86345	256.19043:6477 256.22711:9182 256.26337:16601 256.2999:86084 257.09949:6058 257.13791:8022 257.14941:31485 257.30365:9059 258.17032:6875 258.24298:13371 258.27927:8171 259.24539:5692 260.12729:5509 260.14917:12872 260.16461:116633 260.17261:6836 260.18555:43774 260.22162:6175 261.13129:7143 261.16037:7326 261.168:13447	
204	w/o MS2:1,1'-biisoquinoline	264	1.400703	1.602895	2.213517	257.0995	2019.3603515625	24408.03515625	null	[M+H]+	M + 0		null	257.10733	C18H12N2	Bipyridines and oligopyridines	MVVRNAUFPUDQIB-UHFFFAOYSA-N	C1=CC=C2C(C=CN=C2C2=NC=CC3=CC=CC=C23)=C1	530	True	True	False	null	null	null	null	73.5	40.38721	257.09949:6058 257.13791:8022 257.14941:31485 257.30365:9059 258.17032:6875 258.24298:13371 258.27927:8171 259.24539:5692 260.12729:5509 260.14917:12872 260.16461:116633 260.17261:6836 260.18555:43774 260.22162:6175 261.13129:7143 261.16037:7326 261.168:13447 261.23251:9020	
205	w/o MS2:1,3-bis(4,4-dimethyl-4,5-dihydrooxazol-2-yl)benzene	264	1.19928	1.602895	1.938431	273.1673	56204.49609375	969500.1875	null	[M+Na]+	M + 0	adduct linked to 202_[M+H]+	null	273.15976	C16H20N2O2	Benzene and substituted derivatives	MUBZACKCHQIRSY-UHFFFAOYSA-N	CC1(C)COC(=N1)C1=CC(=CC=C1)C1=NC(C)(C)CO1	530	True	True	False	null	null	null	null	75.4	1095.738	273.16727:88508 273.18564:6135 273.2215:9525 274.08411:6326 274.16449:13219 274.27365:31757 275.2774:6498 276.19574:6872 277.18027:8580 278.16:6452	
206	w/o MS2:NCGC00384680-01_C17H24O4_Bicyclo[7.2.0]undec-4-en-3-one, 11-[(acetyloxy)methyl]-4-(hydroxymethyl)-11-methyl-8-methylene-, (1R,4Z,9S)-	264	0.7913526	1.602895	2.34768	293.1744	5590.9521484375	97492.796875	null	[2M+H]+	M + 0	adduct linked to 185_[M+NH4]+	null	293.17474	C17H24O4	Sesquiterpenoids	KAMJEJATROMPAT-UHFFFAOYNA-N	CC(=O)OCC1(C)CC2C1CC(=O)C(CO)=CCCC2=C	530	True	True	False	null	null	null	null	100	111.819	293.17444:8289 294.00977:17184 294.20648:35733 295.16525:10320 295.20203:13627 295.21078:9636 296.16895:5658 297.08231:8242 297.16019:8169 297.16956:8865 297.18005:5195	
207	w/o MS2:Proparacaine HCl	264	1.19928	1.602895	1.87366	295.202	22692.912109375	508693.15625	null	[M+H]+	M + 0		null	295.20163	C16H26N2O3	Benzoic acid esters	KCLANYCVBBTKTO-UHFFFAOYSA-N	CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC	530	True	True	False	null	null	null	null	99.9	388.0209	295.16525:10320 295.20203:13627 295.21078:9636 296.16895:5658 297.08231:8242 297.16019:8169 297.16956:8865 297.18005:5195 298.27411:9123 299.1615:5936 300.1438:7757	
208	w/o MS2:Spiroxamine	264	0.7913526	1.602895	2.34768	298.2746	7425.21826171875	134936.40625	null	[M+H]+	M + 0		null	298.27405	C18H35NO2	Ketals	PUYXTUJWRLOUCW-UHFFFAOYNA-N	CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1	530	True	True	False	null	null	null	null	99.8	148.5044	298.27411:9123 299.1615:5936 300.1438:7757 300.20306:5919 301.14059:32180 302.19675:7106 302.30515:13227	
209	Unknown	264	1.330566	1.602895	1.803312	331.2098	16965.505859375	290416.46875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	265.1664	331.13126:6229 331.18637:9444 331.20984:23741 331.33984:35296 332.1857:21801 336.18069:8237	
210	Unknown	264	0.3160874	1.602895	2.616192	358.3679	242652.859375	5053143.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4853.057	358.36789:312796 359.37146:74931 360.37427:6700	50.5526:881 51.0032:889 57.07064:3268 62.22887:983 67.71208:942 70.06579:4219 71.08623:1446 72.42925:925 76.10634:853 78.38739:836 78.72102:1034 83.43092:1127 85.10172:2217 88.07626:9968 89.3875:1106 93.47049:894 97.35439:903 98.46561:921 102.09182:3303 106.08669:10311 117.32211:895 117.65231:1098 143.25621:1129 148.00255:994 171.09064:1047 175.57379:981 176.67407:936 207.7318:977 208.33882:1168 214.49268:1009 216.5873:916 221.3909:1906 222.41548:943 222.97733:916 236.09343:1128 256.17679:1193 258.785:1105 266.05627:928 298.26233:1306 314.34161:1617 323.08902:920 340.35764:12930 358.36813:282136
211	Unknown	264	0.5228939	1.602895	2.88922	359.3715	60298.30078125	1149600.5	null	[M+H]+	M + 1	isotope of 210	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1205.966	359.37146:74931 360.37427:6700	
212	Unknown	264	0.6565211	1.602895	2.548659	374.3631	34191.57421875	637839.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	683.8315	374.3631:39085 375.36649:8300 377.32565:5270 379.09491:6311	
213	Unknown	275	1.400703	1.670239	1.87366	97.07655	58830.09375	1467919.25	null	[M+H]+	M + 0	adduct linked to 214_[M+NH4]+; adduct linked to 224_[2M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	506.9171	96.85886:4116 97.06536:40790 97.07655:63275 97.08469:7000 98.06052:27768 98.07186:12431 98.09694:29163 98.34298:4746 98.97588:5724 98.98472:5487 99.04457:8767 99.05579:98899 99.08086:5852 99.09222:26045 99.95962:10243 100.05914:5303 100.07619:53876 100.08743:17014 100.11259:302841 100.12492:4040 101.06021:19779 101.0714:13298 101.11588:12834 102.05544:6376	
214	w/o MS2:Unknown (carbon number 6); PlaSMA ID-45	275	1.330566	1.670239	1.737531	114.0917	234523.75	5237345	null	[M+NH4]+	M + 0	adduct linked to 213_[M+H]+	2.91	114.0929	C6H11NO	NA			530	True	True	False	100	null	null	null	99.3	883.0118	114.05528:50152 114.06656:14958 114.09172:257857 114.11108:16644 114.1281:46851 115.07569:17941 115.08694:10544 115.09501:16597 115.12331:39971 115.82519:4703 115.95444:6104 115.96447:8543 116.07095:41639 116.10733:95321 116.14378:40696 116.2187:5328 117.06625:6452 117.0702:5802 117.09132:20914 117.11073:5881 117.64613:5540 117.97009:13597 118.06542:9114 118.08312:5791 118.0866:376377 118.12297:2152782 119.08588:18445 119.08999:13895	
215	w/o MS2:Unknown (carbon number 6); PlaSMA ID-50	275	1.265282	1.670239	1.87366	116.1073	79627.328125	2513053.75	null	[M+H]+	M + 0		4.13	116.1063	C6H13NO	NA			530	True	True	False	100	null	null	null	99.5	523.8978	115.82519:4703 115.95444:6104 115.96447:8543 116.07095:41639 116.10733:95321 116.14378:40696 116.2187:5328 117.06625:6452 117.0702:5802 117.09132:20914 117.11073:5881 117.64613:5540 117.97009:13597 118.06542:9114 118.08312:5791 118.0866:376377 118.12297:2152782 119.08588:18445 119.08999:13895 119.11999:9445 119.12633:165783 120.06573:4908 120.08108:69572 120.08327:8302 120.10221:27151 120.12739:4753 121.08449:9813 121.10149:20569	
216	w/o MS2:1,2-Cyclohexanediol	275	1.265282	1.670239	2.279258	117.0913	19992.326171875	763828.875	null	[M+H]+	M + 0		null	117.091	C6H12O2	Cyclohexanols	PFURGBBHAOXLIO-UHFFFAOYNA-N	OC1CCCCC1O	530	True	True	False	null	null	null	null	100	346.1626	117.06625:6452 117.0702:5802 117.09132:20914 117.11073:5881 117.64613:5540 117.97009:13597 118.06542:9114 118.08312:5791 118.0866:376377 118.12297:2152782 119.08588:18445 119.08999:13895 119.11999:9445 119.12633:165783 120.06573:4908 120.08108:69572 120.08327:8302 120.10221:27151 120.12739:4753 121.08449:9813 121.10149:20569 121.96645:104129 122.0603:10033 122.07144:8580 122.08151:7289	
217	N,N-Dimethylaniline; ESI-ITFT; direct injection; MS2; CE	275	1.330566	1.670239	2.213517	122.0967	176632.359375	5640815.5	null	[M+H]+	M + 0		null	122.09643	C8H11N	Dialkylarylamines	JLTDJTHDQAWBAV-UHFFFAOYSA-N	CN(C)C1=CC=CC=C1	430	True	True	True	null	81.6	77.8	75	86.1	2389.271	121.96645:104129 122.0603:10033 122.07144:8580 122.08151:7289 122.0967:244913 123.05546:5758 123.0807:45105 123.09196:36848 123.10004:19252 123.11705:22027 123.54622:4825 123.96463:43242 124.03958:5744 124.07594:30760 124.0872:315763 124.11231:15343 125.05994:6708 125.07122:51102 125.08244:46906 125.09062:24392 125.09632:16491 125.1076:44666 126.05505:5813 126.06647:12692 126.07468:6621 126.07758:11019 126.09157:92247 126.12797:14109 127.07292:5167 127.07561:6485 127.08685:55163	61.45062:775 62.49224:768 63.48418:683 63.92102:641 68.29673:1081 75.1166:723 75.282:753 75.2974:974 75.66474:662 76.58071:873 79.0548:2340 81.0705:1037 91.9735:926 92.03339:808 92.95894:864 94.06563:1667 95.06084:972 96.56753:831 101.67997:938 104.21745:1048 106.49014:892 107.07332:2406 117.65227:1108 122.06033:2122 122.07151:1808 122.09671:95498 123.08074:2883 127.12397:791 128.80302:771
218	Unknown	275	1.330566	1.670239	1.87366	141.1387	32316.703125	785291.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	412.0281	140.98575:43707 141.05487:5591 141.06596:10986 141.09117:12548 141.1024:14511 141.12999:4870 141.13875:44224 141.98381:5536 142.0864:78852 142.12276:101680 142.12566:7323 142.15915:23978 142.39348:4697 143.08163:18050 143.11804:8482 143.12625:8437 143.15439:44412 144.06551:5349 144.07687:20467 144.08105:8782 144.10196:7748 144.13844:25235 144.17488:11070 144.98227:600000 145.09721:8643 145.98561:19797 146.11766:24844	
219	w/o MS2:Cyclo-prolylglycine; PlaSMA ID-262	275	1.330566	1.670239	1.87366	155.0816	95789.7109375	2788606.25	null	[M+H]+	M + 0		2.06	155.0815	C7H10N2O2	Alpha amino acids and derivatives	OWOHLURDBZHNGG-UHFFFAOYNA-N	O=C1CNC(=O)C2CCCN12	530	True	True	False	100	null	null	null	100	637.1235	155.07048:6349 155.0816:104313 155.0898:5186 155.10686:19704 155.11809:9981 155.15439:47311 156.08086:6194 156.08525:4651 156.1022:23650 156.13846:65325 156.1498:6848 156.15767:6159 156.1749:24460 156.98077:8232 157.08356:79505 157.09724:31219 157.13365:55866 157.14172:7382 157.17012:60870 157.97479:55638 158.01263:6058 158.08119:12959 158.08678:6341 158.09656:17071 158.10017:4377 158.11771:32184 158.13725:6016 158.1541:68974 158.17346:10056 158.19055:18234 158.97261:24174 159.07655:12262 159.14922:26603 159.97014:19725	52.28789:763 54.26062:825 55.63562:738 55.79349:679 57.2281:695 58.35803:731 63.57819:869 67.05488:2111 68.21193:776 71.6721:746 73.07668:1557 75.10177:723 78.53616:725 81.07046:817 83.42878:977 84.08619:801 86.87952:832 89.69496:697 92.95602:726 93.49509:699 95.06084:33968 95.78772:708 104.21331:872 104.21613:1003 109.10162:1186 113.10761:1029 117.64732:870 117.65002:869 125.36292:743 155.08153:1181 155.11784:1216
220	Unknown	275	1.330566	1.670239	1.87366	162.1278	11919.94140625	246930.109375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	226.9041	162.00877:5213 162.07623:13934 162.09146:4834 162.1028:11818 162.11261:5128 162.12778:17039 162.96918:6238 163.0755:32682 163.0869:5865 163.09776:11120 163.11201:5864 163.12286:21628 163.133:112871 163.98807:7596 164.10727:13909 164.1183:8057 164.13625:11094 164.14363:14609 165.0912:37803 165.10236:21234 165.11365:69009 165.12761:8408 165.13881:58754 165.99121:11183 166.08644:11462 166.09758:36412 166.11674:9080 166.12285:26811 166.14195:6578 166.15916:11259 166.97505:93107 167.07014:5621 167.10686:20978 167.11813:12799	
221	w/o MS2:Unknown (carbon number 9); PlaSMA ID-391	275	1.265282	1.670239	2.145408	170.1176	16784.349609375	580636.625	null	[M+H]+	M + 0		2.12	170.11749	C9H15NO2	NA			530	True	True	False	100	null	null	null	100	292.113	170.08922:7622 170.11758:24377 170.12891:31827 170.15404:22721 170.19038:9031 171.07652:17911 171.09927:46566 171.11295:2980866 171.14923:154113 171.15347:6084 171.18552:22263 172.10973:15303 172.11238:7140 172.11618:253886 172.13329:489657 172.15279:12586 172.16971:59869 172.18073:10944 173.08127:8601 173.1075:9308 173.11725:13212 173.13667:45221 173.16486:6027 173.17294:5290 174.09126:4788 174.12793:7442 174.14923:25457 174.16017:40072 174.18555:9441 175.11151:5682	
222	Unknown	275	1.330566	1.670239	1.87366	182.1905	149093.734375	4361664	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	956.8741	182.08055:5158 182.08479:62322 182.11786:17999 182.1539:8450 182.16519:9272 182.19046:174624 182.94904:5448 183.10168:62084 183.11296:8204 183.13837:8216 183.14944:14910 183.17438:8664 183.18596:5994 183.19386:18000 184.09727:6149 184.13329:18490 184.16986:16669 184.18102:32516 184.9856:10684 185.0808:7417 185.11472:68348 185.12859:30039 185.15392:9054 185.16496:20516 186.05824:31559 186.09151:16237 186.11269:12257 186.11905:7370 186.12378:45105 186.12805:8766 186.14894:15682 186.18558:8143 186.22177:163122 186.99557:16845 187.09422:12028 187.10782:10949 187.12257:8735 187.12669:51851	51.56417:753 52.02517:722 55.02769:795 55.05497:1230 56.05735:840 60.08153:1005 68.56194:699 70.29833:716 71.04089:802 75.29784:651 80.07796:692 82.82251:766 83.08615:4830 84.07838:726 97.96902:828 100.11256:6197 107.72539:847 113.45879:748 114.38077:812 119.35291:744 120.19753:819 123.01138:862 123.09203:968 129.52629:784 133.86267:833 136.39908:743 138.37498:716 156.34447:754 156.49309:778 158.71584:703 169.57382:788 182.08476:17676 182.09674:1093 182.11745:1809 182.19052:45606 190.40219:868
